SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9141,13,813548,-0.0417894551916296,0.0602853787101403,0.488643717898495,YMR273C,ZDS1,SGDID:S000004886,CDS,CDS,"""Protein with a role in regulating Swe1p-dependent polarized growth; involved in maintaining Cdc55p in the cytoplasm where it promotes mitotic entry; involved in mitotic exit through Cdc14p regulation; interacts with silencing proteins at telomeres; has a role in Bcy1p localization; implicated in mRNA nuclear export; ZDS1 has a paralog ; ZDS2 ; that arose from the whole genome duplication""",Verified ORF
9144,13,819594,-0.0580311195197962,0.0596389145338108,0.331199124230978,YMR276W,DSK2,SGDID:S000004889,CDS,CDS,"""Nuclear-enriched ubiquitin-like polyubiquitin-binding protein; required for spindle pole body (SPB) duplication and for transit through the G2/M phase of the cell cycle; involved in proteolysis; interacts with the proteasome; protein abundance increases in response to DNA replication stress""",Verified ORF
9145,13,820446,-0.04736094519543,0.0600300678711815,0.430668609695442,YMR277W,FCP1,SGDID:S000004890,CDS,CDS,"""Carboxy-terminal domain (CTD) phosphatase; essential for dephosphorylation of the repeated C-terminal domain of the RNA polymerase II large subunit (Rpo21p); relocalizes to the cytosol in response to hypoxia""",Verified ORF
9146,13,821488,-0.0587996008107832,0.0598031176328163,0.32617274292034,YMR277W,FCP1,SGDID:S000004890,CDS,CDS,"""Carboxy-terminal domain (CTD) phosphatase; essential for dephosphorylation of the repeated C-terminal domain of the RNA polymerase II large subunit (Rpo21p); relocalizes to the cytosol in response to hypoxia""",Verified ORF
9147,13,822712,-0.0405395353816284,0.0606359030897664,0.504204768665158,YMR278W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9148,13,823029,-0.057956385255785,0.0597294164932126,0.33255356859459,YMR278W,PRM15,SGDID:S000004891,CDS,CDS,"""Phosphoribomutase; catalyzes interconversion of ribose-1-phosphate and ribose-5-phosphate; has some phosphoglucomutase activity but primary activity in vivo is phosphoribomutase; contributes to ribose recycling in the pentose phosphate pathway; transcription induced in response to stress; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; non-essential""",Verified ORF
9149,13,825841,-0.0496108170787144,0.0597431634877657,0.406873035414783,YMR279C,ATR2,SGDID:S000004892,CDS,CDS,"""Putative boron transporter involved in boron efflux and resistance; overexpression mutant but not null mutant displays boron tolerance phenotype; identified as a heat-induced gene in a high-throughout screen; YMR279C is not an essential gene; YMR279C has a paralog ; ATR1 ; that arose from the whole genome duplication""",Verified ORF
9150,13,827082,-0.0268925476250512,0.0601261567508769,0.654955383172116,YMR280C,CAT8,SGDID:S000004893,CDS,CDS,"""Zinc cluster transcriptional activator; necessary for derepression of a variety of genes under non-fermentative growth conditions ; active after diauxic shift ; binds carbon source responsive elements; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
9151,13,828799,0.001962006030879,0.0598905297006016,0.973884594367786,YMR280C,CAT8,SGDID:S000004893,CDS,CDS,"""Zinc cluster transcriptional activator; necessary for derepression of a variety of genes under non-fermentative growth conditions ; active after diauxic shift ; binds carbon source responsive elements; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
9152,13,830349,-0.0125544647671164,0.0602407388444905,0.835033030914579,YMR280C,CAT8,SGDID:S000004893,CDS,CDS,"""Zinc cluster transcriptional activator; necessary for derepression of a variety of genes under non-fermentative growth conditions ; active after diauxic shift ; binds carbon source responsive elements; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
9153,13,830456,-0.0091567038045667,0.0601527083832403,0.879096996267988,YMR280C,CAT8,SGDID:S000004893,CDS,CDS,"""Zinc cluster transcriptional activator; necessary for derepression of a variety of genes under non-fermentative growth conditions ; active after diauxic shift ; binds carbon source responsive elements; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
9154,13,832641,-0.0287081676170771,0.0598272027136537,0.631630234444397,YMR281W,GPI12,SGDID:S000004894,CDS,CDS,"""ER membrane protein involved in the second step of GPI anchor assembly; the second step is the de-N-acetylation of the N-acetylglucosaminylphosphatidylinositol intermediate; functional homolog of human PIG-Lp; GPI stands for glycosylphosphatidylinositol""",Verified ORF
9156,13,833658,-0.0019551467460679,0.0602308889168367,0.974122870803509,YMR282C,AEP2,SGDID:S000004895,CDS,CDS,"""Mitochondrial protein; likely involved in translation of the mitochondrial OLI1 mRNA; exhibits genetic interaction with the OLI1 mRNA 5'-untranslated leader""",Verified ORF
9157,13,834662,-0.0170085811709872,0.0600876080526179,0.777294431341455,YMR282C,AEP2,SGDID:S000004895,CDS,CDS,"""Mitochondrial protein; likely involved in translation of the mitochondrial OLI1 mRNA; exhibits genetic interaction with the OLI1 mRNA 5'-untranslated leader""",Verified ORF
9158,13,835125,0.0050421935345189,0.0601732509207161,0.933267239481192,YMR282C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9159,13,836259,-0.0250730755505386,0.060304870573986,0.677829498104175,YMR283C,RIT1,SGDID:S000004896,CDS,CDS,"""Initiator methionine 2'-O-ribosyl phosphate transferase; modifies the initiator methionine tRNA at position 64 to distinguish it from elongator methionine tRNA""",Verified ORF
9161,13,838018,-0.0046428463608586,0.0607062406072558,0.939080119101036,tY(GUA)M2_NFR/NDR,,,Promoter,Promoter,,Promoter
9162,13,838567,0.0205052783762105,0.0599744977322549,0.732629632789105,YMR284W,YKU70,SGDID:S000004897,CDS,CDS,"""Subunit of the telomeric Ku complex (Yku70p-Yku80p); involved in telomere length maintenance ; structure and telomere position effect; required for localization of telomerase ribonucleoprotein to nucleus via interaction with the TLC1 guide RNA; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair""",Verified ORF
9163,13,838600,0.0031176119180536,0.0599927474102158,0.958584796277995,YMR284W,YKU70,SGDID:S000004897,CDS,CDS,"""Subunit of the telomeric Ku complex (Yku70p-Yku80p); involved in telomere length maintenance ; structure and telomere position effect; required for localization of telomerase ribonucleoprotein to nucleus via interaction with the TLC1 guide RNA; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair""",Verified ORF
9164,13,839615,0.0059085031118719,0.0606116366321087,0.922399482262447,YMR284W,YKU70,SGDID:S000004897,CDS,CDS,"""Subunit of the telomeric Ku complex (Yku70p-Yku80p); involved in telomere length maintenance ; structure and telomere position effect; required for localization of telomerase ribonucleoprotein to nucleus via interaction with the TLC1 guide RNA; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair""",Verified ORF
9165,13,840462,0.0104795753490608,0.0598064169104229,0.861003358255438,YMR285C,NGL2,SGDID:S000004898,CDS,CDS,"""Protein involved in 5.8S rRNA processing; Ccr4p-like RNase required for correct 3'-end formation of 5.8S rRNA at site E; similar to Ngl1p; NGL2 has a paralog ; NGL3 ; that arose from the whole genome duplication""",Verified ORF
9166,13,842921,0.0527841397040718,0.0599476211861516,0.379185228556141,YMR287C,DSS1,SGDID:S000004900,CDS,CDS,"""3'-5' exoribonuclease; component of the mitochondrial degradosome along with the ATP-dependent RNA helicase Suv3p; the degradosome associates with the ribosome and mediates turnover of aberrant or unprocessed RNAs""",Verified ORF
9167,13,845564,0.0632359077721636,0.0599900606997605,0.292555154539304,YMR288W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9168,13,845910,0.0441472764800173,0.0600604220485522,0.462798474109401,YMR288W,HSH155,SGDID:S000004901,CDS,CDS,"""U2-snRNP associated splicing factor; forms extensive associations with the branch site-3' splice site-3' exon region upon prespliceosome formation; similarity to the mammalian U2 snRNP-associated splicing factor SAP155""",Verified ORF
9169,13,848209,0.0472097382398973,0.0600538235769693,0.432322357095744,YMR288W,HSH155,SGDID:S000004901,CDS,CDS,"""U2-snRNP associated splicing factor; forms extensive associations with the branch site-3' splice site-3' exon region upon prespliceosome formation; similarity to the mammalian U2 snRNP-associated splicing factor SAP155""",Verified ORF
9170,13,849052,0.0346203769724068,0.0610019318738441,0.570715453749043,YMR289W,ABZ2,SGDID:S000004902,CDS,CDS,"""Aminodeoxychorismate lyase (4-amino-4-deoxychorismate lyase); catalyzes the third step in para-aminobenzoic acid biosynthesis; involved in folic acid biosynthesis""",Verified ORF
9171,13,849392,0.0672064374580255,0.0602464007695486,0.265383828906242,YMR289W,ABZ2,SGDID:S000004902,CDS,CDS,"""Aminodeoxychorismate lyase (4-amino-4-deoxychorismate lyase); catalyzes the third step in para-aminobenzoic acid biosynthesis; involved in folic acid biosynthesis""",Verified ORF
9172,13,849970,0.0840057082618951,0.0597097476463559,0.160336525686381,YMR289W,ABZ2,SGDID:S000004902,Close to 3'-UTR,Close to 3'-UTR,"""Aminodeoxychorismate lyase (4-amino-4-deoxychorismate lyase); catalyzes the third step in para-aminobenzoic acid biosynthesis; involved in folic acid biosynthesis""",Verified ORF
9174,13,852398,0.0657227431562886,0.0604281677269296,0.277505968075314,YMR291W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9177,13,858666,0.103761753050298,0.0596982020009568,0.0830642918405085,YMR295C,YMR295C,SGDID:S000004910,CDS,CDS,"""Protein of unknown function that associates with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and bud; not an essential gene; protein abundance increases in response to DNA replication stress; YMR295C has a paralog ; YGR273C ; that arose from the whole genome duplication""",Verified ORF
9178,13,858794,0.0859633345668271,0.0596715588250894,0.150581773629277,YMR295C,YMR295C,SGDID:S000004910,CDS,CDS,"""Protein of unknown function that associates with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and bud; not an essential gene; protein abundance increases in response to DNA replication stress; YMR295C has a paralog ; YGR273C ; that arose from the whole genome duplication""",Verified ORF
9179,13,859266,0.0794382955104669,0.0599340196824283,0.185886029901693,YMR296C,LCB1,SGDID:S000004911,CDS,CDS,"""Component of serine palmitoyltransferase; responsible along with Lcb2p for the first committed step in sphingolipid synthesis ; which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine""",Verified ORF
9180,13,860537,0.0692328544079606,0.0596219563961608,0.246346282965688,YMR296C,LCB1,SGDID:S000004911,CDS,CDS,"""Component of serine palmitoyltransferase; responsible along with Lcb2p for the first committed step in sphingolipid synthesis ; which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine""",Verified ORF
9181,13,860589,0.0764246963374961,0.0596064688473375,0.200629874379158,YMR296C,LCB1,SGDID:S000004911,CDS,CDS,"""Component of serine palmitoyltransferase; responsible along with Lcb2p for the first committed step in sphingolipid synthesis ; which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine""",Verified ORF
9182,13,864754,0.0477196631370689,0.059916377396315,0.426312957102521,YMR299C,DYN3,SGDID:S000004914,CDS,CDS,"""Dynein light intermediate chain (LIC); localizes with dynein ; null mutant is defective in nuclear migration""",Verified ORF
9185,13,867636,0.0498516065642053,0.0597425956749595,0.404597463918908,CUT313,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
9186,13,868856,0.0436946386392515,0.059778865907955,0.46530196213643,YMR301C,ATM1,SGDID:S000004916,CDS,CDS,"""Mitochondrial inner membrane ATP-binding cassette (ABC) transporter; exports mitochondrially synthesized precursors of iron-sulfur (Fe/S) clusters to the cytosol; human homolog ABCB7 can complement yeast null mutant""",Verified ORF
9187,13,869923,0.043623748130039,0.0601415147559219,0.468716886707901,YMR301C,ATM1,SGDID:S000004916,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial inner membrane ATP-binding cassette (ABC) transporter; exports mitochondrially synthesized precursors of iron-sulfur (Fe/S) clusters to the cytosol; human homolog ABCB7 can complement yeast null mutant""",Verified ORF
9188,13,871210,0.057579029008915,0.0599374976480553,0.337385117054747,YMR302C,YME2,SGDID:S000004917,CDS,CDS,"""Integral inner mitochondrial membrane protein; role in maintaining mitochondrial nucleoid structure and number; mutants exhibit an increased rate of mitochondrial DNA escape; shows some sequence similarity to exonucleases""",Verified ORF
9189,13,872093,0.0588104844169329,0.0597525219304259,0.325674407799238,YMR302C,YME2,SGDID:S000004917,CDS,CDS,"""Integral inner mitochondrial membrane protein; role in maintaining mitochondrial nucleoid structure and number; mutants exhibit an increased rate of mitochondrial DNA escape; shows some sequence similarity to exonucleases""",Verified ORF
9190,13,873664,0.0733811565356615,0.0597191304185703,0.219976071916892,XUT_13F-375,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
9218,13,877043,0.0926431596362828,0.0597100687683549,0.121665979702409,YMR304W,UBP15,SGDID:S000004920,CDS,CDS,"""Ubiquitin-specific protease involved in protein deubiquitination; forms a complex with AAA peroxins Pex1p and Pex6p; deubiquitinates mono- and polyubiquitinated forms of Pex5p; deubiquitinates Clb5p ; counteracting APC activity ; and facilitating both Clb5p accumulation and S phase entry; physically interacts with anaphase-promoting complex/cyclosome (APC/C) activator ; Cdh1p; catalytic activity regulated by an N-terminal TRAF-like domain and and C-terminal sequences""",Verified ORF
9219,13,877100,0.0979993937742535,0.0597657996964789,0.101953450826606,YMR304W,UBP15,SGDID:S000004920,CDS,CDS,"""Ubiquitin-specific protease involved in protein deubiquitination; forms a complex with AAA peroxins Pex1p and Pex6p; deubiquitinates mono- and polyubiquitinated forms of Pex5p; deubiquitinates Clb5p ; counteracting APC activity ; and facilitating both Clb5p accumulation and S phase entry; physically interacts with anaphase-promoting complex/cyclosome (APC/C) activator ; Cdh1p; catalytic activity regulated by an N-terminal TRAF-like domain and and C-terminal sequences""",Verified ORF
9220,13,881083,0.0604886363584826,0.0598865563029889,0.313161406359731,YMR306W_NFR/NDR,,,Promoter,Promoter,,Promoter
9221,13,883627,0.081938013133226,0.0599359724539284,0.172466265932377,YMR306W,FKS3,SGDID:S000004923,CDS,CDS,"""Protein involved in spore wall assembly; has similarity to 1,3-beta-D-glucan synthase catalytic subunits Fks1p and Gsc2p; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9222,13,886585,0.0520338830257465,0.0605962880023568,0.391090112224487,YMR307W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9223,13,886590,0.0454661819552716,0.0605935683677484,0.453545779928976,YMR307W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9224,13,888463,0.0546017810366485,0.0598541699154099,0.36226133580935,YMR307W,GAS1,SGDID:S000004924,CDS,CDS,"""Beta-1,3-glucanosyltransferase; required for cell wall assembly and also has a role in transcriptional silencing; localizes to cell surface via a glycosylphosphatidylinositol (GPI) anchor; also found at nuclear periphery; genetic interactions with histone H3 lysine acetyltransferases GCN5 and SAS3 indicate previously unsuspected functions for Gas1 in DNA damage response and cell cycle regulation""",Verified ORF
9226,13,888990,0.0589008843714625,0.0603277672569028,0.329560731992787,YMR308C,PSE1,SGDID:S000004925,CDS,CDS,"""Karyopherin/importin that interacts with the nuclear pore complex; acts as the nuclear import receptor for specific proteins ; including Pdr1p ; Yap1p ; Ste12p ; and Aft1p; required for stability of the Dam1p-Duo1p complex""",Verified ORF
9227,13,890848,0.0628975938685198,0.0599223533619419,0.294596404638236,YMR308C,PSE1,SGDID:S000004925,CDS,CDS,"""Karyopherin/importin that interacts with the nuclear pore complex; acts as the nuclear import receptor for specific proteins ; including Pdr1p ; Yap1p ; Ste12p ; and Aft1p; required for stability of the Dam1p-Duo1p complex""",Verified ORF
9228,13,892136,0.0684212194050319,0.0597235287150772,0.252723282318219,YMR308C,PSE1,SGDID:S000004925,CDS,CDS,"""Karyopherin/importin that interacts with the nuclear pore complex; acts as the nuclear import receptor for specific proteins ; including Pdr1p ; Yap1p ; Ste12p ; and Aft1p; required for stability of the Dam1p-Duo1p complex""",Verified ORF
9230,13,895661,0.0276922902097987,0.0606563764505582,0.648279790021957,YMR309C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9231,13,896327,0.0316619980595026,0.059777738521638,0.596679234565855,YMR310C,YMR310C,SGDID:S000004927,CDS,CDS,"""Putative methyltransferase; predicted to be involved in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; not an essential gene; YMR310C has a paralog ; YGR283C ; that arose from the whole genome duplication""",Uncharacterized ORF
9235,13,899812,0.0709192668646268,0.0597275557575004,0.235876394946515,YMR313C,TGL3,SGDID:S000004930,CDS,CDS,"""Bifunctional triacylglycerol lipase and LPE acyltransferase; major lipid particle-localized triacylglycerol (TAG) lipase; catalyzes acylation of lysophosphatidylethanolamine (LPE) ; a function which is essential for sporulation; protein level and stability of Tgl3p are markedly reduced in the absence of lipid droplets; required with Tgl4p for timely bud formation""",Verified ORF
9236,13,900561,0.0939100198715513,0.0598072928039078,0.117262113078948,YMR313C,TGL3,SGDID:S000004930,CDS,CDS,"""Bifunctional triacylglycerol lipase and LPE acyltransferase; major lipid particle-localized triacylglycerol (TAG) lipase; catalyzes acylation of lysophosphatidylethanolamine (LPE) ; a function which is essential for sporulation; protein level and stability of Tgl3p are markedly reduced in the absence of lipid droplets; required with Tgl4p for timely bud formation""",Verified ORF
9237,13,901212,0.086115650763603,0.0596482450558928,0.149703283773221,YMR313C,TGL3,SGDID:S000004930,CDS,CDS,"""Bifunctional triacylglycerol lipase and LPE acyltransferase; major lipid particle-localized triacylglycerol (TAG) lipase; catalyzes acylation of lysophosphatidylethanolamine (LPE) ; a function which is essential for sporulation; protein level and stability of Tgl3p are markedly reduced in the absence of lipid droplets; required with Tgl4p for timely bud formation""",Verified ORF
9238,13,902431,0.0409429216010357,0.0598642097005484,0.494468160474635,YMR314W,PRE5,SGDID:S000004931,Close to 3'-UTR,Close to 3'-UTR,"""Alpha 6 subunit of the 20S proteasome; protein abundance increases in response to DNA replication stress""",Verified ORF
9239,13,902532,0.0423377913855267,0.060052163106439,0.481264618044037,YMR315W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9240,13,907355,0.0285343987714178,0.0600370570863778,0.634881521776713,YMR316C-B,YMR316C-B,SGDID:S000004934,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; almost completely overlaps 5' end of ORF YMR317W""",Dubious ORF
9241,13,909408,0.0324324331022286,0.0598884486781668,0.588471967914439,YMR317W,YMR317W,SGDID:S000004936,CDS,CDS,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9242,13,909590,0.0304723091465316,0.0597823145887955,0.610565363331298,YMR317W,YMR317W,SGDID:S000004936,CDS,CDS,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9243,13,909892,0.0321769648535042,0.0599457267305302,0.591765814547044,YMR317W,YMR317W,SGDID:S000004936,CDS,CDS,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9244,13,909982,0.0347184629315177,0.0598564327586503,0.56226513874209,YMR317W,YMR317W,SGDID:S000004936,CDS,CDS,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9245,13,909989,0.033990930376137,0.059774115424741,0.569950962744616,YMR317W,YMR317W,SGDID:S000004936,CDS,CDS,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9246,13,910439,0.0405889622034004,0.0600173952826368,0.499301532083202,YMR317W,YMR317W,SGDID:S000004936,CDS,CDS,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9247,13,910745,0.0334282556406333,0.0598698621515155,0.576960311030865,YMR317W,YMR317W,SGDID:S000004936,CDS,CDS,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9250,13,912820,0.0034506282048969,0.0605813303929386,0.954610394637973,YMR318C,ADH6,SGDID:S000004937,Close to 3'-UTR,Close to 3'-UTR,"""NADPH-dependent medium chain alcohol dehydrogenase; has broad substrate specificity; member of the cinnamyl family of alcohol dehydrogenases; may be involved in fusel alcohol synthesis or in aldehyde tolerance; protein abundance increases in response to DNA replication stress""",Verified ORF
9256,13,914897,-0.0042453250928664,0.0610118396882651,0.944565773499262,YMR319C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9259,14,6912,0.146353638893387,0.0733548541425807,0.0467952969898005,TEL14L,TEL14L,SGDID:S000028924,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; a short stretch of telomeric repeats ; and a long Y' element""",reverse complement
9260,14,6914,0.139829611804884,0.0726562239624082,0.0550907622441827,TEL14L,TEL14L,SGDID:S000028924,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; a short stretch of telomeric repeats ; and a long Y' element""",reverse complement
9267,14,19935,0.0439565189532697,0.0603003586085086,0.466509791625509,YNL329C,PEX6,SGDID:S000005273,CDS,CDS,"""AAA-peroxin; heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; mutations in human PEX6 can lead to severe peroxisomal disorders and early death""",Verified ORF
9268,14,20166,0.0572246199110058,0.0599260806765311,0.340271561710108,YNL329C,PEX6,SGDID:S000005273,CDS,CDS,"""AAA-peroxin; heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; mutations in human PEX6 can lead to severe peroxisomal disorders and early death""",Verified ORF
9269,14,20617,0.0500020953027695,0.059668895451928,0.40260186826276,YNL329C,PEX6,SGDID:S000005273,CDS,CDS,"""AAA-peroxin; heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; mutations in human PEX6 can lead to severe peroxisomal disorders and early death""",Verified ORF
9270,14,22803,0.0823104059110815,0.0597529365245666,0.169226640468503,YNL329C,PEX6,SGDID:S000005273,Close to 3'-UTR,Close to 3'-UTR,"""AAA-peroxin; heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; mutations in human PEX6 can lead to severe peroxisomal disorders and early death""",Verified ORF
9271,14,23229,0.0532180420454661,0.0596610150321076,0.37299682023079,YNL328C,MDJ2,SGDID:S000005272,CDS,CDS,"""Constituent of the mitochondrial import motor; associated with the presequence translocase; function overlaps with that of Pam18p; stimulates the ATPase activity of Ssc1p to drive mitochondrial import; contains a J domain""",Verified ORF
9272,14,23552,0.0373599137927958,0.0602820193327843,0.535820770846578,YNL329C_NFR/NDR,,,Promoter,Promoter,,Promoter
9273,14,26113,0.0686614762683067,0.0597752318976013,0.2514735505952,YNL327W,EGT2,SGDID:S000005271,CDS,CDS,"""Glycosylphosphatidylinositol (GPI)-anchored cell wall endoglucanase; localizes in birth scars; required for proper cell separation after cytokinesis; expression is activated by Swi5p and tightly regulated in a cell cycle-dependent manner""",Verified ORF
9276,14,32112,0.0581806682626641,0.0598067251837518,0.331313135787352,YNL323W,LEM3,SGDID:S000005267,CDS,CDS,"""Membrane protein of the plasma membrane and ER; interacts specifically in vivo with the phospholipid translocase (flippase) Dnf1p; involved in translocation of phospholipids and alkylphosphocholine drugs across the plasma membrane; null mutant requires tryptophan due to mislocalization of tryptophan permease Tat2p""",Verified ORF
9279,14,33990,0.0830135234785981,0.0596408725878925,0.164832110615965,YNL322C,KRE1,SGDID:S000005266,CDS,CDS,"""Cell wall glycoprotein involved in beta-glucan assembly; serves as a K1 killer toxin membrane receptor""",Verified ORF
9280,14,34054,0.08118669901805,0.0595660618713425,0.173761034909711,YNL322C,KRE1,SGDID:S000005266,CDS,CDS,"""Cell wall glycoprotein involved in beta-glucan assembly; serves as a K1 killer toxin membrane receptor""",Verified ORF
9281,14,34073,0.0792317022197743,0.059569760398675,0.184355294426149,YNL322C,KRE1,SGDID:S000005266,CDS,CDS,"""Cell wall glycoprotein involved in beta-glucan assembly; serves as a K1 killer toxin membrane receptor""",Verified ORF
9282,14,34185,0.0822291232374604,0.0596439508100766,0.16887060177547,YNL322C,KRE1,SGDID:S000005266,CDS,CDS,"""Cell wall glycoprotein involved in beta-glucan assembly; serves as a K1 killer toxin membrane receptor""",Verified ORF
9283,14,37934,0.0559383066752446,0.0602543329647101,0.353850100520199,YNL320W,YNL320W,SGDID:S000005264,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
9284,14,38784,0.0820273656848254,0.0602278671434097,0.174082032313704,YNL319W,YNL319W,SGDID:S000005263,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene HXT14""",Dubious ORF
9285,14,38880,0.0860058938741418,0.0606294064186865,0.15691227080831,YNL319W,YNL319W,SGDID:S000005263,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene HXT14""",Dubious ORF
9286,14,41967,0.0995385440258275,0.059922374378921,0.0975762264950746,YNL317W,PFS2,SGDID:S000005261,CDS,CDS,"""Integral subunit of the pre-mRNA CPF complex; the cleavage and polyadenylation factor (CPF) complex plays an essential role in mRNA 3'-end formation by bridging different processing factors and thereby promoting the assembly of the processing complex""",Verified ORF
9287,14,42739,0.105255138980681,0.0596142691634979,0.0783269131811281,YNL316C,PHA2,SGDID:S000005260,CDS,CDS,"""Prephenate dehydratase; catalyzes the conversion of prephanate to phenylpyruvate ; which is a step in the phenylalanine biosynthesis pathway""",Verified ORF
9288,14,47735,0.11637405625143,0.060079085086091,0.0535411699662233,YNL313C,EMW1,SGDID:S000005257,CDS,CDS,"""Essential conserved protein with a role in cell wall integrity; contains six TPR (tetratricopeptide repeat) domains clustered in the C-terminal region; conditional mutant is suppressed by overexpression of GFA1; protein abundance increases in response to DNA replication stress""",Verified ORF
9289,14,49825,0.112453777087448,0.0596736186927803,0.0603214107451747,YNL311C,SKP2,SGDID:S000005255,CDS,CDS,"""F-box protein of unknown function; predicted to be part of an SCF ubiquitin protease complex; involved in regulating protein levels of sulfur metabolism enzymes; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
9290,14,52664,0.0881183717124559,0.0599571623266865,0.14253672018502,YNL309W,STB1,SGDID:S000005253,CDS,CDS,"""Protein with role in regulation of MBF-specific transcription at Start; phosphorylated by Cln-Cdc28p kinases in vitro; unphosphorylated form binds Swi6p ; which is required for Stb1p function; expression is cell-cycle regulated; STB1 has a paralog ; YOL131W ; that arose from the whole genome duplication""",Verified ORF
9291,14,52938,0.0941692936389766,0.0597280132503378,0.115775182613544,YNL309W,STB1,SGDID:S000005253,CDS,CDS,"""Protein with role in regulation of MBF-specific transcription at Start; phosphorylated by Cln-Cdc28p kinases in vitro; unphosphorylated form binds Swi6p ; which is required for Stb1p function; expression is cell-cycle regulated; STB1 has a paralog ; YOL131W ; that arose from the whole genome duplication""",Verified ORF
9292,14,54504,0.0284779464473935,0.0607588481822285,0.639570168824284,YNL308C,KRI1,SGDID:S000005252,CDS,CDS,"""Essential nucleolar protein required for 40S ribosome biogenesis; associate with snR30; physically and functionally interacts with Krr1p""",Verified ORF
9293,14,57720,0.025034192221932,0.0598007668040463,0.675743622437132,YNL307C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9294,14,58006,0.0201003665617042,0.0598943056305159,0.737373933600759,YNL306W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9295,14,58815,0.0122600896784322,0.0604483751656739,0.839393219082815,YNL306W,MRPS18,SGDID:S000005250,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the small subunit; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
