SNP,Chr,Pos,Effect,SE,SNA4_GTR2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10894,15,830933,0.0484362975075214,0.0489239878556998,0.322836763798109,YOR270C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10896,15,833802,0.0196154775958067,0.0495483234161261,0.692428443007204,YOR272W,YTM1,SGDID:S000005798,CDS,CDS,"""Ribosomal assembly factor and 66S pre-ribosomal particle constituent; subunit of the Nop7-subcomplex (PeBoW complex) ; required for an early nucleolar step in pre-60S ribosomal particle maturation; interaction of its ubiquitin-like (UBL) domain with the MIDAS domain in the Rea1p tail triggers release of the subcomplex and possibly other biogenesis factors via cycles of ATP hydrolysis; involved in the processing of 27S pre-rRNA; contains an N-terminal UBL domain and seven C-terminal WD repeats""",Verified ORF
10897,15,834594,0.0581446517673118,0.0493139205424692,0.239163688407385,YOR273C,TPO4,SGDID:S000005799,CDS,CDS,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; recognizes spermine ; putrescine ; and spermidine; localizes to the plasma membrane""",Verified ORF
10898,15,841040,0.0569688491592398,0.0488234473162227,0.244065125951707,YOR275C,RIM20,SGDID:S000005801,CDS,CDS,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; PalA/AIP1/Alix family member; interaction with the ESCRT-III subunit Snf7p suggests a relationship between pH response and multivesicular body formation""",Verified ORF
10899,15,841052,0.0707722870894235,0.0489029923326744,0.148729069565608,YOR275C,RIM20,SGDID:S000005801,CDS,CDS,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; PalA/AIP1/Alix family member; interaction with the ESCRT-III subunit Snf7p suggests a relationship between pH response and multivesicular body formation""",Verified ORF
10900,15,843952,0.0734225919024445,0.0489482806650318,0.134507324983419,YOR279C,RFM1,SGDID:S000005805,CDS,CDS,"""Component of the Sum1p-Rfm1p-Hst1p complex; Rfm1p tethers the Hst1p histone deacetylase to the DNA-binding protein Sum1p; complex is involved in transcriptional repression of middle sporulation genes and in initiation of DNA replication""",Verified ORF
10901,15,846356,0.0647611055163918,0.0494079244459825,0.190796604441028,YOR281C,PLP2,SGDID:S000005807,CDS,CDS,"""Protein that interacts with the CCT complex to stimulate actin folding; has similarity to phosducins; null mutant lethality is complemented by mouse phosducin-like protein MgcPhLP; CCT is short for chaperonin containing TCP-1; essential gene""",Verified ORF
10902,15,846553,0.0591661047022465,0.0494845532465046,0.232636534444359,YOR281C,PLP2,SGDID:S000005807,CDS,CDS,"""Protein that interacts with the CCT complex to stimulate actin folding; has similarity to phosducins; null mutant lethality is complemented by mouse phosducin-like protein MgcPhLP; CCT is short for chaperonin containing TCP-1; essential gene""",Verified ORF
10903,15,846837,0.0610233684052474,0.0498068221176256,0.221316365776693,YOR281C,PLP2,SGDID:S000005807,CDS,CDS,"""Protein that interacts with the CCT complex to stimulate actin folding; has similarity to phosducins; null mutant lethality is complemented by mouse phosducin-like protein MgcPhLP; CCT is short for chaperonin containing TCP-1; essential gene""",Verified ORF
10905,15,848974,0.100896832140796,0.0495179319721694,0.0423370772988683,YOR284W,HUA2,SGDID:S000005810,CDS,CDS,"""Cytoplasmic protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly""",Verified ORF
10906,15,849160,0.0850395786885377,0.0497668288824654,0.0883743545181252,YOR284W,HUA2,SGDID:S000005810,CDS,CDS,"""Cytoplasmic protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly""",Verified ORF
10907,15,849407,0.136178527399832,0.0485369419137384,0.0052995151271218,YOR285W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10908,15,849538,0.113081968765422,0.0489059539754531,0.0213396614374024,YOR285W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10909,15,850586,0.116799328157435,0.0489350258086248,0.0175205778600167,YOR286W,RDL2,SGDID:S000005812,CDS,CDS,"""Protein with rhodanese activity; contains a rhodanese-like domain similar to Rdl1p ; Uba4p ; Tum1p ; and Ych1p; overexpression causes a cell cycle delay; null mutant displays elevated frequency of mitochondrial genome loss""",Verified ORF
10910,15,852168,0.121715208206903,0.0488436254574812,0.0131630746852903,YOR288C,MPD1,SGDID:S000005814,CDS,CDS,"""Member of the protein disulfide isomerase (PDI) family; interacts with and inhibits the chaperone activity of Cne1p; MPD1 overexpression in a pdi1 null mutant suppresses defects in Pdi1p functions such as carboxypeptidase Y maturation""",Verified ORF
10911,15,854152,0.115076820522954,0.0487836823064683,0.0188724256087036,YOR289W,YOR289W,SGDID:S000005815,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcription induced by the unfolded protein response; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
10912,15,859618,0.106135384364659,0.0488750762171895,0.0305539828285114,YOR290C,SNF2,SGDID:S000005816,CDS,CDS,"""Catalytic subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; contains DNA-stimulated ATPase activity; functions interdependently in transcriptional activation with Snf5p and Snf6p""",Verified ORF
10916,15,861655,0.0809222345290054,0.0490661159980712,0.0999862369142556,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
10917,15,863324,0.102637604864162,0.0486898583379828,0.0357365719318982,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
10918,15,863468,0.0227330337170125,0.0489338807300836,0.642528443893261,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
10919,15,864150,-0.0157763859761275,0.0491665721100674,0.748494041702624,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
10920,15,864445,-0.0103507051754089,0.0492162488627233,0.833546500732474,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
10921,15,866884,-0.0026571861552557,0.0490476467952354,0.956825900151909,YOR293W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10922,15,866920,-0.0324759732420093,0.0488718918978534,0.506796324252635,YOR293W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10923,15,867290,-0.0624728365851672,0.049004644439892,0.203206113138305,YOR292C,YOR292C,SGDID:S000005818,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YOR292C is not an essential gene""",Uncharacterized ORF
10925,15,870871,-0.0858723554807784,0.0491627389614767,0.0815598495313957,YOR296W,YOR296W,SGDID:S000005822,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; expressed during copper starvation; YOR296W is not an essential gene""",Uncharacterized ORF
10926,15,873261,-0.0884984410733943,0.04861584382621,0.0695505142746196,YOR296W,YOR296W,SGDID:S000005822,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; expressed during copper starvation; YOR296W is not an essential gene""",Uncharacterized ORF
10927,15,873940,-0.0886349652026603,0.0485318830598881,0.0686458877675194,YOR296W,YOR296W,SGDID:S000005822,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; expressed during copper starvation; YOR296W is not an essential gene""",Uncharacterized ORF
10929,15,876222,-0.104504260718222,0.0492838458971947,0.0346645254674761,YOR298W,MUM3,SGDID:S000005824,CDS,CDS,"""Protein of unknown function involved in outer spore wall organization; has similarity to the tafazzins superfamily of acyltransferases""",Verified ORF
10932,15,880049,-0.0854099445264046,0.0486860485259062,0.0802467573631578,YOR299W,BUD7,SGDID:S000005825,CDS,CDS,"""Member of the ChAPs family (Chs5p-Arf1p-binding proteins); members include Bch1p ; Bch2p ; Bud7p ; and Chs6p; ChAPs family proteins form the exomer complex with Chs5p to mediate export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; BUD7 has a paralog ; BCH1 ; that arose from the whole genome duplication""",Verified ORF
10933,15,880507,-0.0861710173851676,0.0486822492306112,0.0775785210948444,YOR299W,BUD7,SGDID:S000005825,CDS,CDS,"""Member of the ChAPs family (Chs5p-Arf1p-binding proteins); members include Bch1p ; Bch2p ; Bud7p ; and Chs6p; ChAPs family proteins form the exomer complex with Chs5p to mediate export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; BUD7 has a paralog ; BCH1 ; that arose from the whole genome duplication""",Verified ORF
10934,15,885299,-0.0977752112992291,0.0486201039981735,0.0450849366200893,YOR304W,ISW2,SGDID:S000005831,CDS,CDS,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10935,15,887134,-0.0339339933104329,0.0498885487528182,0.496826189888041,YOR304W,ISW2,SGDID:S000005831,CDS,CDS,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10936,15,887279,-0.0326354883789412,0.0499593511705326,0.514026267311936,YOR304W,ISW2,SGDID:S000005831,CDS,CDS,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10937,15,888108,-0.0118433790275737,0.0490508123406609,0.809345602080682,YOR304W,ISW2,SGDID:S000005831,Close to 3'-UTR,Close to 3'-UTR,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10938,15,888555,0.0133878150184319,0.0489111620865395,0.784462221813238,YOR304C-A,BIL1,SGDID:S000005830,CDS,CDS,"""Protein that binds Bud6p and has a role in actin cable assembly; involved in the Bnr1p-dependent pathway of cable assembly; localizes to bud tip and bud neck""",Verified ORF
10942,15,892522,-0.0305326558750493,0.0495797706491291,0.538404311384026,YOR307C,SLY41,SGDID:S000005834,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in ER-to-Golgi transport; packaged into COPII vesicles for trafficking between ER and Golgi""",Verified ORF
10944,15,897914,-0.0305326558750493,0.0495797706491291,0.538404311384026,YOR310C,NOP58,SGDID:S000005837,CDS,CDS,"""Protein involved in producing mature rRNAs and snoRNAs; involved in pre-rRNA processing ; 18S rRNA synthesis ; and snoRNA synthesis; component of the small subunit processome complex ; which is required for processing of pre-18S rRNA""",Verified ORF
10945,15,898824,-0.0384888801710825,0.0493429608123643,0.435897215359158,YOR310C,NOP58,SGDID:S000005837,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in producing mature rRNAs and snoRNAs; involved in pre-rRNA processing ; 18S rRNA synthesis ; and snoRNA synthesis; component of the small subunit processome complex ; which is required for processing of pre-18S rRNA""",Verified ORF
10946,15,900083,0.0011015689143836,0.0491533110649112,0.982132864703147,YOR311C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10947,15,901583,-0.0271904257948998,0.0489739791105537,0.57910850459614,YOR312C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10948,15,903422,-0.0091101725072714,0.0490727405933786,0.852828772443424,YOR313C_NFR/NDR,,,Promoter,Promoter,,Promoter
10950,15,906404,-0.0133869203797227,0.0492153554531028,0.785775670982124,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10951,15,906473,-0.0040904116532,0.0496470685420479,0.93438345008346,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10952,15,906721,-0.0102844928215531,0.0491314923380112,0.834314598356541,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10953,15,906722,-0.0102844928215531,0.0491314923380112,0.834314598356541,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10954,15,907032,-0.0051855543204903,0.0492197390570024,0.916153821328104,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10955,15,907053,-0.0252717729531828,0.0503274640435415,0.615877365351174,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10956,15,907245,-0.0112947653104608,0.0497508956741761,0.820534654461104,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10957,15,907643,-0.0032722969907585,0.0495919943252129,0.947427615078424,YOR316C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10958,15,908870,-0.0191256694004299,0.0498362665663869,0.701379886921371,YOR317W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10962,15,911795,-0.0069681349783417,0.0496801262973081,0.888534556481813,YOR318C,YOR318C,SGDID:S000005845,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo""",Dubious ORF
10963,15,912636,-0.0153650036094142,0.0500953972499358,0.759241244387405,YOR318C,YOR318C,SGDID:S000005845,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo""",Dubious ORF
10964,15,912729,0.0305530883317213,0.0495185708092981,0.537630741109148,YOR318C,YOR318C,SGDID:S000005845,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo""",Dubious ORF
10965,15,917889,0.0203480537399997,0.0500219940258658,0.684414530678824,YOR321W,PMT3,SGDID:S000005848,CDS,CDS,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt5p ; can instead interact with Pmt1p in some conditions; antifungal drug target; PMT3 has a paralog ; PMT2 ; that arose from the whole genome duplication""",Verified ORF
10966,15,919436,0.0200957405302839,0.0498654714376686,0.68719284421213,YOR322C,LDB19,SGDID:S000005849,CDS,CDS,"""Alpha-arrestin ; Ub-ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters ; recruiting Rsp5p to its targets; role in basal internalization and turnover of Ste2p ; mating and zygote formation; recruits Rsp5p to Ste2p via its 2 PPXY motifs; inhibited by Npr1p-mediated phosphorylation ; affecting cytosol and plasma membrane translocation; localization regulated by Rsp5p-dependent ubiquitination""",Verified ORF
10967,15,921242,0.0337412838222271,0.0498384535839004,0.498841081030173,YOR322C,LDB19,SGDID:S000005849,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-arrestin ; Ub-ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters ; recruiting Rsp5p to its targets; role in basal internalization and turnover of Ste2p ; mating and zygote formation; recruits Rsp5p to Ste2p via its 2 PPXY motifs; inhibited by Npr1p-mediated phosphorylation ; affecting cytosol and plasma membrane translocation; localization regulated by Rsp5p-dependent ubiquitination""",Verified ORF
10968,15,921271,0.0275651148595735,0.0501956039271508,0.583246996301562,YOR322C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10969,15,923218,0.054534181428801,0.0489482416676357,0.265985999758163,YOR323C,PRO2,SGDID:S000005850,Close to 3'-UTR,Close to 3'-UTR,"""Gamma-glutamyl phosphate reductase; catalyzes the second step in proline biosynthesis""",Verified ORF
10970,15,927535,0.0605957954724675,0.0488918142185191,0.216026204201559,YOR326W,MYO2,SGDID:S000005853,CDS,CDS,"""Type V myosin motor involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles ; the vacuole ; late Golgi elements ; peroxisomes ; lipid droplets ; and the mitotic spindle; MYO2 has a paralog ; MYO4 ; that arose from the whole genome duplication""",Verified ORF
10974,15,931347,0.0688065583730741,0.0487585502704087,0.159075489832897,YOR328W_NFR/NDR,,,Promoter,Promoter,,Promoter
10975,15,933083,-0.0214795939916081,0.0490661109354137,0.661821895551382,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10976,15,934483,-0.0417596270321708,0.0500353037666704,0.40450558935786,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10977,15,934516,-0.0001956486633557,0.0490560304328206,0.996820082769811,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10978,15,935795,0.0046961109785611,0.0496400512742673,0.924683631793368,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10979,15,937046,-0.0010369050659724,0.049134510556724,0.98317509875301,YOR329C,SCD5,SGDID:S000005856,CDS,CDS,"""Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency""",Verified ORF
10980,15,938051,0.0213689034057949,0.049042845154278,0.663306876807953,YOR329C,SCD5,SGDID:S000005856,CDS,CDS,"""Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency""",Verified ORF
10981,15,940092,0.0061551246657211,0.0488947914922452,0.899894559933586,YOR330C,MIP1,SGDID:S000005857,CDS,CDS,"""Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast ; in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast ; petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS) ; progressive external ophthalmoplegia (PEO) ; parkinsonism ; other mitochondrial diseases""",Verified ORF
10982,15,941271,0.0163618404151691,0.049109602312785,0.739203845522769,YOR330C,MIP1,SGDID:S000005857,CDS,CDS,"""Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast ; in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast ; petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS) ; progressive external ophthalmoplegia (PEO) ; parkinsonism ; other mitochondrial diseases""",Verified ORF
10983,15,943341,-0.0046830853544426,0.0494965354142019,0.924674788566997,YOR330C,MIP1,SGDID:S000005857,CDS,CDS,"""Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast ; in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast ; petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS) ; progressive external ophthalmoplegia (PEO) ; parkinsonism ; other mitochondrial diseases""",Verified ORF
10985,15,950568,0.0251689813451308,0.0492298647188856,0.609492604831124,YOR336W,KRE5,SGDID:S000005863,CDS,CDS,"""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",Verified ORF
10986,15,951423,0.00495506041856,0.0496686721849891,0.920589679076337,YOR336W,KRE5,SGDID:S000005863,CDS,CDS,"""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",Verified ORF
10987,15,952849,0.0249885091556723,0.0487808140857809,0.608788696793221,YOR336W,KRE5,SGDID:S000005863,CDS,CDS,"""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",Verified ORF
10988,15,956308,0.0120752395280954,0.048839268041611,0.804862757766277,YOR337W,TEA1,SGDID:S000005864,CDS,CDS,"""Ty1 enhancer activator involved in Ty enhancer-mediated transcription; required for full levels of Ty enhancer-mediated transcription; C6 zinc cluster DNA-binding protein""",Verified ORF
10989,15,957477,0.0145790938118102,0.0491072819605086,0.766730809293029,YOR338W,YOR338W,SGDID:S000005865,CDS,CDS,"""Putative protein of unknown function; YOR338W transcription is regulated by Azf1p and its transcript is a specific target of the G protein effector Scp160p; identified as being required for sporulation in a high-throughput mutant screen; YOR338W has a paralog ; FUN19 ; that arose from the whole genome duplication""",Uncharacterized ORF
10990,15,959079,0.0087138208433728,0.0490386486718304,0.859066063702196,YOR339C,UBC11,SGDID:S000005866,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-conjugating enzyme; most similar in sequence to Xenopus ubiquitin-conjugating enzyme E2-C ; but not a true functional homolog of this E2; unlike E2-C ; not required for the degradation of mitotic cyclin Clb2""",Verified ORF
10993,15,961458,0.014609363680554,0.049095528296825,0.766206305265647,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
10994,15,961510,0.0040405416442137,0.0489623070865699,0.934277193643319,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
10995,15,961682,0.0211485410475481,0.0496699721158149,0.670526755876812,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
10996,15,963635,0.0139524569795877,0.0497526450002125,0.779306924186097,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
10997,15,963965,0.0230372458273461,0.0495020052386485,0.64194628751309,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
10998,15,964403,0.0125104060098565,0.0491759075259431,0.799333815232895,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
11000,15,970097,0.0143745729830959,0.0487546277421253,0.768293210036461,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
11001,15,970105,-0.0041885297567144,0.0490746297403419,0.93203136512413,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
11026,15,977576,-0.0091469004166475,0.0493092825352402,0.852942967000291,YOR344C,TYE7,SGDID:S000005871,CDS,CDS,"""Serine-rich protein that contains a bHLH DNA binding motif; binds E-boxes of glycolytic genes and contributes to their activation; may function as a transcriptional activator in Ty1-mediated gene expression; bHLH stands for basic-helix-loop-helix""",Verified ORF
11027,15,979280,-0.017768175856612,0.0489652751088542,0.716916942199913,XUT_15F-444,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
11028,15,981228,-0.0125923393250768,0.0491758482852442,0.798047829182216,YOR345C,YOR345C,SGDID:S000005872,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene REV1; null mutant displays increased resistance to antifungal agents gliotoxin ; cycloheximide and H2O2""",Dubious ORF
11029,15,981231,-0.0146756505186614,0.0488187969360491,0.763885251589792,YOR345C,YOR345C,SGDID:S000005872,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene REV1; null mutant displays increased resistance to antifungal agents gliotoxin ; cycloheximide and H2O2""",Dubious ORF
11030,15,981687,-0.0146727423103109,0.048896213757917,0.764293288519581,ARS1529,ARS1529,SGDID:S000118496,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
11031,15,986923,-0.0142748430325692,0.0488252824351006,0.770178711719313,YOR348C,PUT4,SGDID:S000005875,CDS,CDS,"""Proline permease; required for high-affinity transport of proline; also transports the toxic proline analog azetidine-2-carboxylate (AzC); PUT4 transcription is repressed in ammonia-grown cells""",Verified ORF
11032,15,987887,-0.0090268995677398,0.0489666226381408,0.853846307791288,YOR348C,PUT4,SGDID:S000005875,CDS,CDS,"""Proline permease; required for high-affinity transport of proline; also transports the toxic proline analog azetidine-2-carboxylate (AzC); PUT4 transcription is repressed in ammonia-grown cells""",Verified ORF
11033,15,991809,-0.020024362946701,0.0493715796186179,0.685293402214178,YOR349W,CIN1,SGDID:S000005876,CDS,CDS,"""Tubulin folding factor D involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl""",Verified ORF
11034,15,992356,-0.0029402260260163,0.0488432459654321,0.952032651052747,YOR349W,CIN1,SGDID:S000005876,CDS,CDS,"""Tubulin folding factor D involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl""",Verified ORF
