SNP,locus_id,GENE,sgd_id,snps_class_down,description,Human homolog
8774,YMR096W,SNZ1,SGDID:S000004702,Verified ORF,"""Subunit of a two-component pyridoxal-5'-phosphate synthase; involved in pyridoxine (vitamin B6) biosynthesis from glyceraldehyde-3-phosphate ; ribose-5-phosphate and ammonia liberated from glutamine by glutaminase; forms a complex with Sno1p that functions as an active glutaminase; member of a stationary phase-induced gene family where transcriptional induction occurs during the postdiauxic phase; co-regulated with SNO1; paralog of SNZ2 and SNZ3""",
8775,YMR097C,MTG1,SGDID:S000004703,Verified ORF,"""Putative GTPase peripheral to the mitochondrial inner membrane; essential for respiratory competence ; likely functions in assembly of the large ribosomal subunit ; has homologs in plants and animals""",
8776,YMR097C,MTG1,SGDID:S000004703,Verified ORF,"""Putative GTPase peripheral to the mitochondrial inner membrane; essential for respiratory competence ; likely functions in assembly of the large ribosomal subunit ; has homologs in plants and animals""",
8777,XUT_13F-206,,,XUT,ncRNA_UNB,
8778,tD(GUC)M_NFR/NDR,,,Promoter,,
8779,YMR099C,YMR099C,SGDID:S000004705,Close to 3'-UTR,"""Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase); likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS""",
8780,YMR099C,YMR099C,SGDID:S000004705,Verified ORF,"""Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase); likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS""",
8781,YMR099C,YMR099C,SGDID:S000004705,Close to 3'-UTR,"""Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase); likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS""",
8782,YMR099C,YMR099C,SGDID:S000004705,Close to 3'-UTR,"""Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase); likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS""",
8783,YMR100W,MUB1,SGDID:S000004706,Verified ORF,"""MYND domain-containing protein; component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex ; required for ubiquitination and degradation of Rpn4p; interacts with Ubr2p (E3) and indirectly with Rad6p (E2); short-lived protein degraded in a Ubr2p/Rad6p dependent manner; proposed to function as both a partner and substrate of the Ubr2p/Rad6p ubiquitin ligase; similar to the A. nidulans samB gene""",
8784,YMR101C_NFR/NDR,,,Promoter,,
8785,YMR103C,YMR103C,SGDID:S000004709,Uncharacterized ORF,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR103C is not an essential gene""",
8786,YMR104C,YPK2,SGDID:S000004710,Verified ORF,"""Protein kinase similar to S/T protein kinase Ypk1p; functionally redundant with YPK1 at the genetic level; participates in a signaling pathway required for optimal cell wall integrity; involved in the TORC-dependent phosphorylation of ribosomal proteins Rps6a/b (S6); human homolog SGK2 can complement a ypk1 ypk2 double mutant""",
8787,YMR104C,YPK2,SGDID:S000004710,Close to 3'-UTR,"""Protein kinase similar to S/T protein kinase Ypk1p; functionally redundant with YPK1 at the genetic level; participates in a signaling pathway required for optimal cell wall integrity; involved in the TORC-dependent phosphorylation of ribosomal proteins Rps6a/b (S6); human homolog SGK2 can complement a ypk1 ypk2 double mutant""",
8788,YMR105C,PGM2,SGDID:S000004711,Verified ORF,"""Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog ; PGM1 ; that arose from the whole genome duplication""",
8789,YMR105C,PGM2,SGDID:S000004711,Verified ORF,"""Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog ; PGM1 ; that arose from the whole genome duplication""",
8790,YMR107W_NFR/NDR,,,Promoter,stable,
8791,YMR107W,SPG4,SGDID:S000004713,Verified ORF,"""Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources""",
8792,YMR109W,MYO5,SGDID:S000004715,Verified ORF,"""One of two type I myosin motors; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth ; but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO5 has a paralog ; MYO3 ; that arose from the whole genome duplication""",
8793,YMR109W,MYO5,SGDID:S000004715,Verified ORF,"""One of two type I myosin motors; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth ; but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO5 has a paralog ; MYO3 ; that arose from the whole genome duplication""",
8794,YMR109W,MYO5,SGDID:S000004715,Verified ORF,"""One of two type I myosin motors; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth ; but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO5 has a paralog ; MYO3 ; that arose from the whole genome duplication""",
8795,YMR109W,MYO5,SGDID:S000004715,Verified ORF,"""One of two type I myosin motors; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth ; but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO5 has a paralog ; MYO3 ; that arose from the whole genome duplication""",
8796,YMR109W,MYO5,SGDID:S000004715,Verified ORF,"""One of two type I myosin motors; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth ; but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO5 has a paralog ; MYO3 ; that arose from the whole genome duplication""",
8797,YMR110C,HFD1,SGDID:S000004716,Verified ORF,"""Dehydrogenase involved in ubiquinone and sphingolipid metabolism; converts 4-hydroxybenzaldehyde into 4-hydroxybenzoate for ubiquinone anabolism ; hexadecenal to hexadecenoic acid in sphingosine 1-phosphate catabolism; human homolog ALDH3A2 ; mutated in Sjogren-Larsson syndrome ; can rescue yeast hfd1 mutant; human ALDH3A1 ; but not ALDH3A2 ; rescues pABA- respiratory growth phenotype of hfd1 null; data suggest that dual functions of Hfd1p have diverged in human ALDH3A1 ; ALDH3A2""",
8798,YMR111C,EUC1,SGDID:S000004717,Verified ORF,"""Sequence-specific DNA binding protein; binds to a sequence motif associated with distinct genomic hotspots of non-H2B protein ubiquitylation (ub-hotspots); interacts with Slx5p to recruit the Slx5-Slx8  SUMO-targeted Ub ligase (STUbL) complex to ub-hotspots; deletion prevents ub-hotspot formation and exacerbates heat sensitivity of cells deficient in Rpd3L histone deacetylase complex members; forms nuclear foci upon DNA replication stress""",
8799,YMR113W,FOL3,SGDID:S000004719,Verified ORF,"""Dihydrofolate synthetase ; involved in folic acid biosynthesis; catalyzes conversion of dihydropteroate to dihydrofolate in folate coenzyme biosynthesis; FOL3 has a paralog ; RMA1 ; that arose from the whole genome duplication""",
8800,YMR113W,FOL3,SGDID:S000004719,Verified ORF,"""Dihydrofolate synthetase ; involved in folic acid biosynthesis; catalyzes conversion of dihydropteroate to dihydrofolate in folate coenzyme biosynthesis; FOL3 has a paralog ; RMA1 ; that arose from the whole genome duplication""",
8801,YMR115W,MGR3,SGDID:S000004721,Close to 3'-UTR,"""Subunit of the mitochondrial (mt) i-AAA protease supercomplex; i-AAA degrades misfolded mitochondrial proteins; forms a subcomplex with Mgr1p that binds to substrates to facilitate proteolysis; required for growth of cells lacking mtDNA""",
8802,YNCM0026C,SNR24,SGDID:S000007501,snoRNA gene,"snoRNA_gene ; ""C/D box small nucleolar RNA (snoRNA); commonly referred to as U24; guides 2'-O-methylation of large subunit (LSU) rRNA at positions C1437 ; C1449 ; and C1450""",
8803,YMR116C,ASC1,SGDID:S000004722,Close to 3'-UTR,"""G-protein beta subunit and guanine dissociation inhibitor for Gpa2p; ortholog of RACK1 that inhibits translation; core component of the small (40S) ribosomal subunit; required to prevent frameshifting at ribosomes stalled at repeated CGA codons; regulates P-body formation induced by replication stress; represses Gcn4p in the absence of amino acid starvation; controls phosphorylation of multiple proteins""",
8804,CUT300_NFR/NDR,,,Promoter,,
8805,YMR116C_NFR/NDR,,,Promoter,fragile,
8806,XUT_13F-218,,,XUT,ncRNA_TFO,
8807,YMRWdelta16,YMRWdelta16,SGDID:S000007123,LTR,"""Ty1 LTR""",
8808,ARS1319,ARS1319,SGDID:S000130189,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",
8809,ARS1319,ARS1319,SGDID:S000130189,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",
8810,tL(CAA)M_NFR/NDR,,,Promoter,,
8811,YMR119W,ASI1,SGDID:S000004725,Verified ORF,"""Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p ; maintaining the repressed state of gene expression in the absence of inducing amino acids""",
8812,YMR119W,ASI1,SGDID:S000004725,Verified ORF,"""Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p ; maintaining the repressed state of gene expression in the absence of inducing amino acids""",
8813,YMR119W,ASI1,SGDID:S000004725,Verified ORF,"""Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p ; maintaining the repressed state of gene expression in the absence of inducing amino acids""",
8814,YMR119W,ASI1,SGDID:S000004725,Verified ORF,"""Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p ; maintaining the repressed state of gene expression in the absence of inducing amino acids""",
8815,YMR120C_NFR/NDR,,,Promoter,stable,
8816,YMR120C_NFR/NDR,,,Promoter,stable,
8817,YMR121C,RPL15B,SGDID:S000004728,Verified ORF,"""Ribosomal 60S subunit protein L15B; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L15 ; no bacterial homolog; RPL15B has a paralog ; RPL15A ; that arose from the whole genome duplication; relocalizes from nucleus to nucleolus upon DNA replication stress""",
8818,SUT306,,,SUT,ncRNA_TFO,
8819,SUT306,,,SUT,ncRNA_TFO,
8820,YMR122C,YMR122C,SGDID:S000004729,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR122C is not an essential gene""",
8821,YMR122C,YMR122C,SGDID:S000004729,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR122C is not an essential gene""",
8822,YMR122C,YMR122C,SGDID:S000004729,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR122C is not an essential gene""",
8823,YMR123W,PKR1,SGDID:S000004730,Close to 3'-UTR,"""V-ATPase assembly factor; functions with other V-ATPase assembly factors in the ER to efficiently assemble the V-ATPase membrane sector (V0); protein abundance increases in response to DNA replication stress""",
8824,YMR123W,PKR1,SGDID:S000004730,Verified ORF,"""V-ATPase assembly factor; functions with other V-ATPase assembly factors in the ER to efficiently assemble the V-ATPase membrane sector (V0); protein abundance increases in response to DNA replication stress""",
8825,YMR124W_NFR/NDR,,,Promoter,fragile,
8826,YMR124W,EPO1,SGDID:S000004731,Verified ORF,"""Protein involved in septin-ER tethering; interacts with ER membrane protein ; Scs2p ; and Shs1p ; a septin ring component ; at bud neck to create ER diffusion barrier; GFP-fusion protein localizes to the cell periphery ; cytoplasm ; bud ; and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W has a paralog ; YLR031W ; that arose from the whole genome duplication""",
8827,YMR124W,EPO1,SGDID:S000004731,Verified ORF,"""Protein involved in septin-ER tethering; interacts with ER membrane protein ; Scs2p ; and Shs1p ; a septin ring component ; at bud neck to create ER diffusion barrier; GFP-fusion protein localizes to the cell periphery ; cytoplasm ; bud ; and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W has a paralog ; YLR031W ; that arose from the whole genome duplication""",
8828,YMR125W,STO1,SGDID:S000004732,Close to 3'-UTR,"""Large subunit of the nuclear mRNA cap-binding protein complex; interacts with Npl3p to carry nuclear poly(A)+ mRNA to cytoplasm; also involved in nuclear mRNA degradation and telomere maintenance; orthologous to mammalian CBP80""",
8829,YMR126C_NFR/NDR,,,Promoter,stable,
8830,SUT308,,,SUT,ncRNA_UNB,
8831,XUT_13F-229,,,XUT,ncRNA_UNB,
8832,YMR128W,ECM16,SGDID:S000004735,Verified ORF,"""Essential DEAH-box ATP-dependent RNA helicase specific to U3 snoRNP; functions with methyltransferase Bud23p; predominantly nucleolar in distribution; required for 18S rRNA synthesis""",
8833,YMR128W,ECM16,SGDID:S000004735,Verified ORF,"""Essential DEAH-box ATP-dependent RNA helicase specific to U3 snoRNP; functions with methyltransferase Bud23p; predominantly nucleolar in distribution; required for 18S rRNA synthesis""",
8834,YMR128W,ECM16,SGDID:S000004735,Verified ORF,"""Essential DEAH-box ATP-dependent RNA helicase specific to U3 snoRNP; functions with methyltransferase Bud23p; predominantly nucleolar in distribution; required for 18S rRNA synthesis""",
8835,YMR129W,POM152,SGDID:S000004736,Verified ORF,"""Glycoprotein subunit of transmembrane ring of nuclear pore complex; contributes to nucleocytoplasmic transport ; nuclear pore complex (NPC) biogenesis and spindle pole body duplication; homologous to human NUP210""",
8836,YMR131C,RRB1,SGDID:S000004738,Verified ORF,"""Specific assembly chaperone for ribosomal protein Rpl3p; co-translationally associates with nascent Rpl3p ; preventing aggregation ; and facilitating nuclear import; required for biogenesis of preribosomal particles; essential gene; contains five WD-repeat motifs""",
8837,YMR131C,RRB1,SGDID:S000004738,Verified ORF,"""Specific assembly chaperone for ribosomal protein Rpl3p; co-translationally associates with nascent Rpl3p ; preventing aggregation ; and facilitating nuclear import; required for biogenesis of preribosomal particles; essential gene; contains five WD-repeat motifs""",
8838,YMR131C_NFR/NDR,,,Promoter,fragile,
8839,YMR131C_NFR/NDR,,,Promoter,fragile,
8840,CUT301,,,CUT,ncRNA_UNB,
8841,CUT301,,,CUT,ncRNA_UNB,
8842,ARS1320,ARS1320,SGDID:S000118373,Replication,"""Autonomously Replicating Sequence""",
8843,ARS1320,ARS1320,SGDID:S000118373,Replication,"""Autonomously Replicating Sequence""",
8844,ARS1320,ARS1320,SGDID:S000118373,Replication,"""Autonomously Replicating Sequence""",
8845,ARS1320,ARS1320,SGDID:S000118373,Replication,"""Autonomously Replicating Sequence""",
8846,CUT302,,,CUT,ncRNA_UNB,
8847,YMR132C,JLP2,SGDID:S000004739,Close to 3'-UTR,"""Protein of unknown function; contains sequence that closely resembles a J domain (typified by the E. coli DnaJ protein)""",
8848,YMR132C,JLP2,SGDID:S000004739,Close to 3'-UTR,"""Protein of unknown function; contains sequence that closely resembles a J domain (typified by the E. coli DnaJ protein)""",
8849,YMR133W,REC114,SGDID:S000004740,Verified ORF,"""Protein involved in early stages of meiotic recombination; possibly involved in the coordination of recombination and meiotic division; mutations lead to premature initiation of the first meiotic division""",
8850,YMR133W,REC114,SGDID:S000004740,Verified ORF,"""Protein involved in early stages of meiotic recombination; possibly involved in the coordination of recombination and meiotic division; mutations lead to premature initiation of the first meiotic division""",
8851,YMR133W,REC114,SGDID:S000004740,Verified ORF,"""Protein involved in early stages of meiotic recombination; possibly involved in the coordination of recombination and meiotic division; mutations lead to premature initiation of the first meiotic division""",
8852,YMR133W,REC114,SGDID:S000004740,Verified ORF,"""Protein involved in early stages of meiotic recombination; possibly involved in the coordination of recombination and meiotic division; mutations lead to premature initiation of the first meiotic division""",
8853,YMR134W,ERG29,SGDID:S000004741,Verified ORF,"""Protein of unknown function involved in ergosterol biosynthesis; conditional mutants produce less ergosterol ; display impaired oxygen consumption ; respiratory growth ; mitochondrial iron utilization ; and are more sensitive to oxidative stress; mutant bm-8 has a growth defect on iron-limited medium that is complemented by overexpression of Yfh1p; protein localizes to the cytoplasm ; ER and nuclear envelope; highly conserved in ascomycetes""",
8854,YMR134W,ERG29,SGDID:S000004741,Verified ORF,"""Protein of unknown function involved in ergosterol biosynthesis; conditional mutants produce less ergosterol ; display impaired oxygen consumption ; respiratory growth ; mitochondrial iron utilization ; and are more sensitive to oxidative stress; mutant bm-8 has a growth defect on iron-limited medium that is complemented by overexpression of Yfh1p; protein localizes to the cytoplasm ; ER and nuclear envelope; highly conserved in ascomycetes""",
8855,YMR133W,REC114,SGDID:S000004740,Close to 3'-UTR,"""Protein involved in early stages of meiotic recombination; possibly involved in the coordination of recombination and meiotic division; mutations lead to premature initiation of the first meiotic division""",
8856,YMR134W,ERG29,SGDID:S000004741,Close to 3'-UTR,"""Protein of unknown function involved in ergosterol biosynthesis; conditional mutants produce less ergosterol ; display impaired oxygen consumption ; respiratory growth ; mitochondrial iron utilization ; and are more sensitive to oxidative stress; mutant bm-8 has a growth defect on iron-limited medium that is complemented by overexpression of Yfh1p; protein localizes to the cytoplasm ; ER and nuclear envelope; highly conserved in ascomycetes""",
8857,YMR135C,GID8,SGDID:S000004742,Verified ORF,"""Subunit of GID Complex ; binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p ; Fyv10 and Vid28p to GID Complex; contains LisH ; CTLH ; and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START""",
8858,YMR135C,GID8,SGDID:S000004742,Verified ORF,"""Subunit of GID Complex ; binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p ; Fyv10 and Vid28p to GID Complex; contains LisH ; CTLH ; and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START""",
8859,YMR135C,GID8,SGDID:S000004742,Verified ORF,"""Subunit of GID Complex ; binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p ; Fyv10 and Vid28p to GID Complex; contains LisH ; CTLH ; and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START""",
8860,YMR135W-A,YMR135W-A,SGDID:S000004743,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",
8861,YMR135C_NFR/NDR,,,Promoter,fragile,
8862,YMR135C,GID8,SGDID:S000004742,Close to 3'-UTR,"""Subunit of GID Complex ; binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p ; Fyv10 and Vid28p to GID Complex; contains LisH ; CTLH ; and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START""",
8863,YMR136W_NFR/NDR,,,Promoter,fragile,
8864,YMR136W_NFR/NDR,,,Promoter,fragile,
8865,YMR136W,GAT2,SGDID:S000004744,Verified ORF,"""Protein containing GATA family zinc finger motifs; similar to Gln3p and Dal80p; expression repressed by leucine""",
8866,YMR136W,GAT2,SGDID:S000004744,Verified ORF,"""Protein containing GATA family zinc finger motifs; similar to Gln3p and Dal80p; expression repressed by leucine""",
8867,YMR136W,GAT2,SGDID:S000004744,Verified ORF,"""Protein containing GATA family zinc finger motifs; similar to Gln3p and Dal80p; expression repressed by leucine""",
8868,ARS1321,ARS1321,SGDID:S000130190,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",
8869,YMR139W,RIM11,SGDID:S000004747,Verified ORF,"""Protein kinase; required for signal transduction during entry into meiosis; promotes the formation of the Ime1p-Ume6p complex by phosphorylating Ime1p and Ume6p; shares similarity with mammalian glycogen synthase kinase 3-beta; protein abundance increases in response to DNA replication stress; RIM11 has a paralog ; MRK1 ; that arose from the whole genome duplication""",
8870,YMR140W_NFR/NDR,,,Promoter,stable,
8871,YMR140W,SIP5,SGDID:S000004748,Verified ORF,"""Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress""",
8872,YMR140W,SIP5,SGDID:S000004748,Verified ORF,"""Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress""",
8873,YMR140W,SIP5,SGDID:S000004748,Verified ORF,"""Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress""",
8874,YMR140W,SIP5,SGDID:S000004748,Close to 3'-UTR,"""Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress""",
8875,YMR140W,SIP5,SGDID:S000004748,Close to 3'-UTR,"""Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress""",
8876,YMR142C,RPL13B,SGDID:S000004750,Close to 3'-UTR,"""Ribosomal 60S subunit protein L13B; not essential for viability; homologous to mammalian ribosomal protein L13 ; no bacterial homolog; RPL13B has a paralog ; RPL13A ; that arose from the whole genome duplication""",
8877,YMR142C,RPL13B,SGDID:S000004750,Close to 3'-UTR,"""Ribosomal 60S subunit protein L13B; not essential for viability; homologous to mammalian ribosomal protein L13 ; no bacterial homolog; RPL13B has a paralog ; RPL13A ; that arose from the whole genome duplication""",
8878,YMR143W,RPS16A,SGDID:S000004751,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S16 and bacterial S9; RPS16A has a paralog ; RPS16B ; that arose from the whole genome duplication""",
8879,ARS1322,ARS1322,SGDID:S000130191,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",
8880,ACS_13_554614_-_NFR/NDR,,,Promoter,,
8881,SUT309,,,SUT,ncRNA_UNB,
8882,YMR147W_NFR/NDR,,,Promoter,,
8883,YMR148W,LDO16,SGDID:S000004756,Verified ORF,"""Protein of unknown function with possible role in spore wall assembly; predicted to contain an N-terminal transmembrane domain; osw5 null mutant spores exhibit increased spore wall permeability and sensitivity to beta-glucanase digestion""",
8884,YMR149W_NFR/NDR,,,Promoter,fragile,
8885,YMR149W,SWP1,SGDID:S000004757,Verified ORF,"""Delta subunit of the oligosaccharyl transferase glycoprotein complex; complex is required for N-linked glycosylation of proteins in the endoplasmic reticulum""",
8886,YMR149W,SWP1,SGDID:S000004757,Verified ORF,"""Delta subunit of the oligosaccharyl transferase glycoprotein complex; complex is required for N-linked glycosylation of proteins in the endoplasmic reticulum""",
8887,YMR150C,IMP1,SGDID:S000004758,Verified ORF,"""Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p that differ in substrate specificty) and Som1p""",
8888,YMR152W_NFR/NDR,,,Promoter,stable,
8889,YMR152W_NFR/NDR,,,Promoter,stable,
8890,YMR152W,YIM1,SGDID:S000004760,Verified ORF,"""Aldehyde reductase involved in detoxification of lignocellulose-derived aldehydes; catalyzes the reduction of furan ; aliphatic and aromatic aldehydes using either NADH or NADPH as co-factor; membrane of the quinone oxidoreductase subfamily of the medium-chain dehydrogenase/reductase family; null mutant displays sensitivity to DNA damaging agents; protein abundance increases in response to DNA replication stress""",
8891,YMR152W,YIM1,SGDID:S000004760,Verified ORF,"""Aldehyde reductase involved in detoxification of lignocellulose-derived aldehydes; catalyzes the reduction of furan ; aliphatic and aromatic aldehydes using either NADH or NADPH as co-factor; membrane of the quinone oxidoreductase subfamily of the medium-chain dehydrogenase/reductase family; null mutant displays sensitivity to DNA damaging agents; protein abundance increases in response to DNA replication stress""",
8892,YMR155W,YMR155W,SGDID:S000004764,Uncharacterized ORF,"""Putative protein of unknown function; identified as interacting with Hsp82p in a high-throughput two-hybrid screen""",
8893,YMRCdelta18_NFR/NDR,,,Promoter,,
8894,YMR158W,MRPS8,SGDID:S000004767,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the small subunit""",
8895,YMR158C-A,YMR158C-A,SGDID:S000007249,Close to 3'-UTR,"""Putative protein of unknown function; may contain a lipid attachment site; YMR158C-A is not an essential gene""",
8896,YMR158C-A,YMR158C-A,SGDID:S000007249,Close to 3'-UTR,"""Putative protein of unknown function; may contain a lipid attachment site; YMR158C-A is not an essential gene""",
8897,YMR160W,YMR160W,SGDID:S000004770,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; mutant has enhanced sensitivity to overexpression of mutant huntingtin; YMR160W is not an essential gene; relative distribution within the vacuolar membrane changes upon DNA replication stress""",
8898,YMR160W,YMR160W,SGDID:S000004770,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; mutant has enhanced sensitivity to overexpression of mutant huntingtin; YMR160W is not an essential gene; relative distribution within the vacuolar membrane changes upon DNA replication stress""",
8899,YMR162C,DNF3,SGDID:S000004772,Verified ORF,"""Trans-golgi network aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to the maintenance of membrane lipid asymmetry in post-Golgi secretory vesicles; role in protein trafficking between the Golgi and endosomal system; localizes to the trans-Golgi network; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone""",
8900,YMR163C,INP2,SGDID:S000004773,Verified ORF,"""Peroxisome-specific receptor important for peroxisome inheritance; co-fractionates with peroxisome membranes and co-localizes with peroxisomes in vivo; physically interacts with the myosin V motor Myo2p; INP2 is not an essential gene""",
8901,YMR163C,INP2,SGDID:S000004773,Close to 3'-UTR,"""Peroxisome-specific receptor important for peroxisome inheritance; co-fractionates with peroxisome membranes and co-localizes with peroxisomes in vivo; physically interacts with the myosin V motor Myo2p; INP2 is not an essential gene""",
8902,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8903,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8904,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
