CHR	BP	SNP	N	P	P(R)	OR	OR(R)	I	snps_class_up	locus_id	name	description
14	752316	9947	62	5.936e-07	5.936e-07	-0.0692	-0.0692	0.0	ORF	YNR065C	YNR065C	"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene"""
14	752591	9948	62	1.479e-07	1.479e-07	-0.1432	-0.1432	0.0	ORF	YNR065C	YNR065C	"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene"""
14	752615	9949	62	1.048e-09	1.048e-09	-0.1665	-0.1665	0.0	ORF	YNR065C	YNR065C	"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene"""
14	752627	9950	62	1.503e-07	1.503e-07	-0.1433	-0.1433	0.0	ORF	YNR065C	YNR065C	"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene"""
14	752635	9951	62	1.601e-12	1.601e-12	-0.1927	-0.1927	0.0	ORF	YNR065C	YNR065C	"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene"""
14	752648	9952	62	3.757e-11	3.757e-11	-0.1806	-0.1806	0.0	ORF	YNR065C	YNR065C	"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene"""
14	752652	9953	62	3.757e-11	3.757e-11	-0.1806	-0.1806	0.0	ORF	YNR065C	YNR065C	"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene"""
14	752720	9954	62	2.291e-11	1.681e-10	-0.1828	-0.1889	12.64	ORF	YNR065C	YNR065C	"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene"""
14	752737	9955	62	4.462e-10	1.599e-09	-0.1706	-0.1754	9.92	ORF	YNR065C	YNR065C	"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene"""
14	753367	9956	62	7.123e-14	2.15e-12	-0.1019	-0.107	17.83	ORF	YNR065C	YNR065C	"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene"""
14	753727	9957	62	0.0001819	0.0002114	-0.0509	-0.0522	5.77	ORF	YNR066C	YNR066C	"""Putative membrane-localized protein of unknown function"""
14	754078	9958	62	1.355e-05	1.355e-05	-0.0601	-0.0601	0.0	ORF	YNR066C	YNR066C	"""Putative membrane-localized protein of unknown function"""
14	754144	9959	62	1.088e-11	1.054e-10	-0.0923	-0.0976	16.99	ORF	YNR066C	YNR066C	"""Putative membrane-localized protein of unknown function"""
14	754226	9960	62	4.516e-10	1.262e-09	-0.085	-0.0876	9.24	ORF	YNR066C	YNR066C	"""Putative membrane-localized protein of unknown function"""
14	754366	9961	62	2.904e-09	2.904e-09	-0.0806	-0.0806	0.0	ORF	YNR066C	YNR066C	"""Putative membrane-localized protein of unknown function"""
14	754394	9962	62	9.85e-12	1.386e-11	-0.0924	-0.093	2.2	ORF	YNR066C	YNR066C	"""Putative membrane-localized protein of unknown function"""
14	754526	9963	62	3.938e-14	5.25e-14	-0.1032	-0.1036	1.38	ORF	YNR066C	YNR066C	"""Putative membrane-localized protein of unknown function"""
14	754562	9964	62	1.205e-15	5.924e-15	-0.1102	-0.1122	7.1	ORF	YNR066C	YNR066C	"""Putative membrane-localized protein of unknown function"""
14	754579	9965	62	1.553e-18	6.913e-18	-0.1209	-0.1222	5.05	ORF	YNR066C	YNR066C	"""Putative membrane-localized protein of unknown function"""
14	754581	9966	62	9.056e-19	6.687e-18	-0.1214	-0.1232	6.69	ORF	YNR066C	YNR066C	"""Putative membrane-localized protein of unknown function"""
14	754585	9967	62	5.057e-19	1.372e-17	-0.1223	-0.1254	11.16	ORF	YNR066C	YNR066C	"""Putative membrane-localized protein of unknown function"""
14	754592	9968	62	4.74e-17	2.547e-15	-0.1158	-0.1208	16.22	ORF	YNR066C	YNR066C	"""Putative membrane-localized protein of unknown function"""
14	754593	9969	62	4.74e-17	2.547e-15	-0.1158	-0.1208	16.22	ORF	YNR066C	YNR066C	"""Putative membrane-localized protein of unknown function"""
14	754614	9970	62	1.42e-14	5.041e-14	-0.1048	-0.1064	6.05	ORF	YNR066C	YNR066C	"""Putative membrane-localized protein of unknown function"""
14	754622	9971	62	1.42e-14	5.041e-14	-0.1048	-0.1064	6.05	ORF	YNR066C	YNR066C	"""Putative membrane-localized protein of unknown function"""
14	754631	9972	62	4.827e-13	1.403e-12	-0.0986	-0.1001	5.95	ORF	YNR066C	YNR066C	"""Putative membrane-localized protein of unknown function"""
14	755761	9973	62	3.571e-29	3.571e-29	-0.1515	-0.1515	0.0	ORF	YNR067C	DSE4	"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother"""
14	757948	9974	62	7.357e-11	7.357e-11	-0.0884	-0.0884	0.0	ORF	YNR067C	DSE4	"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother"""
14	758123	9975	62	2.194e-07	2.194e-07	-0.0703	-0.0703	0.0	ORF	YNR067C	DSE4	"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother"""
14	758326	9976	62	5.599e-11	5.599e-11	-0.0889	-0.0889	0.0	ORF	YNR067C	DSE4	"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother"""
14	758808	9977	62	1.601e-11	1.601e-11	-0.0915	-0.0915	0.0	ORF	YNR067C	DSE4	"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother"""
14	761390	9978	62	2.521e-09	2.521e-09	-0.0813	-0.0813	0.0	ORF	YNR069C	BSC5	"""Protein of unknown function; shows homology with N-terminal end of Bul1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough expression includes YNR068C and the locus for this readthrough is termed BUL3; Bul3p is involved in ubiquitin-mediated sorting of plasma membrane proteins; readthrough and shortened forms of Bul3p interact with Rsp5p differently in vitro"""
14	761620	9979	62	6.735e-08	6.735e-08	-0.0734	-0.0734	0.0	ORF	YNR069C	BSC5	"""Protein of unknown function; shows homology with N-terminal end of Bul1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough expression includes YNR068C and the locus for this readthrough is termed BUL3; Bul3p is involved in ubiquitin-mediated sorting of plasma membrane proteins; readthrough and shortened forms of Bul3p interact with Rsp5p differently in vitro"""
14	763023	9980	62	9.441e-06	9.441e-06	-0.0601	-0.0601	0.0	Close to 3'-UTR	YNR069C	BSC5	"""Protein of unknown function; shows homology with N-terminal end of Bul1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough expression includes YNR068C and the locus for this readthrough is termed BUL3; Bul3p is involved in ubiquitin-mediated sorting of plasma membrane proteins; readthrough and shortened forms of Bul3p interact with Rsp5p differently in vitro"""
14	763473	9981	62	0.001233	0.001233	-0.0437	-0.0437	0.0	Close to 3'-UTR	YNR069C	BSC5	"""Protein of unknown function; shows homology with N-terminal end of Bul1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough expression includes YNR068C and the locus for this readthrough is termed BUL3; Bul3p is involved in ubiquitin-mediated sorting of plasma membrane proteins; readthrough and shortened forms of Bul3p interact with Rsp5p differently in vitro"""
14	763982	9982	62	0.0001938	0.0001938	0.055	0.055	0.0	Intergenic region	N:762593-765374		between YNR069C and YNR070W
14	764782	9983	62	4.563e-09	4.563e-09	-0.1583	-0.1583	0.0	Close to 3'-UTR	YNR070W	PDR18	"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
14	764822	9984	62	6.567e-09	6.567e-09	-0.0814	-0.0814	0.0	Close to 3'-UTR	YNR070W	PDR18	"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
14	766311	9985	62	7.124e-16	7.124e-16	-0.1092	-0.1092	0.0	ORF	YNR070W	PDR18	"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
14	766388	9986	62	3.772e-12	3.772e-12	-0.0941	-0.0941	0.0	ORF	YNR070W	PDR18	"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
14	766459	9987	62	2.209e-15	2.209e-15	-0.1083	-0.1083	0.0	ORF	YNR070W	PDR18	"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
14	766573	9988	62	7.313e-13	7.313e-13	-0.0972	-0.0972	0.0	ORF	YNR070W	PDR18	"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
14	766895	9989	62	6.482e-15	6.482e-15	-0.1068	-0.1068	0.0	ORF	YNR070W	PDR18	"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
14	768611	9990	62	5.565e-15	5.565e-15	-0.106	-0.106	0.0	ORF	YNR070W	PDR18	"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
14	771372	9991	62	4.821e-19	4.821e-19	-0.1208	-0.1208	0.0	ORF	YNR071C	YNR071C	"""Putative aldose 1-epimerase"""
14	772188	9992	62	4.0769999999999997e-23	4.0769999999999997e-23	-0.1349	-0.1349	0.0	Promoter	YNR072W_NFR/NDR		
14	772497	9993	62	2.33e-21	2.33e-21	-0.1286	-0.1286	0.0	Promoter	YNR072W_NFR/NDR		
14	772856	9994	62	5.448e-17	5.448e-17	0.226	0.226	0.0	ORF	YNR072W	HXT17	"""Putative transmembrane polyol transporter; supports growth on and uptake of mannitol and sorbitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; induced by raffinose and galactose at pH 7.7 versus pH 4.7 ; repressed by high levels of glucose; HXT17 has a paralog ; HXT13 ; that arose from a segmental duplication"""
14	774450	9995	62	7.864e-17	2.718e-16	-0.2249	-0.228	5.23	Close to 3'-UTR	YNR072W	HXT17	"""Putative transmembrane polyol transporter; supports growth on and uptake of mannitol and sorbitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; induced by raffinose and galactose at pH 7.7 versus pH 4.7 ; repressed by high levels of glucose; HXT17 has a paralog ; HXT13 ; that arose from a segmental duplication"""
14	776400	9996	62	2.531e-11	2.531e-11	-0.0958	-0.0958	0.0	Close to 3'-UTR	YNR073C	MAN2	"""Mannitol dehydrogenase; MAN2 has a paralog ; DSF1 ; that arose from a segmental duplication"""
14	776956	9997	62	2.899e-14	2.899e-14	-0.1053	-0.1053	0.0	Promoter	YNR073C_NFR/NDR		stable
14	778347	9998	62	9.43e-20	9.43e-20	-0.1237	-0.1237	0.0	ORF	YNR074C	AIF1	"""Mitochondrial cell death effector; translocates to the nucleus in response to apoptotic stimuli; triggers apoptosis in cells lacking HXK2; homolog of mammalian Apoptosis-Inducing Factor ; putative reductase"""
14	779354	9999	62	1.1389999999999999e-24	1.1389999999999999e-24	-0.1483	-0.1483	0.0	Promoter	YNR074C_NFR/NDR		
14	779825	10000	62	1.215e-12	1.215e-12	-0.0968	-0.0968	0.0	Close to 3'-UTR	YNR075W	COS10	"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins"""
14	780322	10001	62	6.019e-19	6.019e-19	-0.1232	-0.1232	0.0	ORF	YNR075W	COS10	"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins"""
14	781379	10002	62	1.107e-08	1.994e-08	-0.1619	-0.1679	8.94	Close to 3'-UTR	YNR075W	COS10	"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins"""
14	781833	10003	62	0.3985	0.3985	-0.0319	-0.0319	0.0	Promoter	YNR076W_NFR/NDR		
14	783558	10004	62	4.595e-09	4.595e-09	-0.1423	-0.1423	0.0	Other features	TEL14R	TEL14R	"""Telomeric region on the right arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats"""
14	783761	10005	62	2.88e-05	2.88e-05	0.0599	0.0599	0.0	Other features	TEL14R	TEL14R	"""Telomeric region on the right arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats"""
14	783871	10006	62	1.223e-05	1.223e-05	0.0762	0.0762	0.0	Other features	TEL14R	TEL14R	"""Telomeric region on the right arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats"""
14	783914	10007	62	3.748e-25	3.748e-25	0.1761	0.1761	0.0	Other features	TEL14R	TEL14R	"""Telomeric region on the right arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats"""
14	783918	10008	62	1.211e-25	1.211e-25	0.1779	0.1779	0.0	Other features	TEL14R	TEL14R	"""Telomeric region on the right arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats"""
14	783923	10009	62	1.842e-18	1.842e-18	0.2492	0.2492	0.0	Other features	TEL14R	TEL14R	"""Telomeric region on the right arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats"""
14	783929	10010	62	5.123e-11	5.123e-11	0.1887	0.1887	0.0	Other features	TEL14R	TEL14R	"""Telomeric region on the right arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats"""
15	14837	10011	62	0.01053	0.01053	0.0351	0.0351	0.0	Close to 3'-UTR	YOL160W	YOL160W	"""Putative protein of unknown function; conserved across S. cerevisiae strains"""
15	15458	10012	62	4.7840000000000003e-32	4.7840000000000003e-32	-0.1876	-0.1876	0.0	ORF	YOL159C-A	YOL159C-A	"""Protein of unknown function; overexpression affects endocytic protein trafficking; identified by sequence comparison with hemiascomycetous yeast species"""
15	15768	10013	62	6.37e-11	6.37e-11	0.1146	0.1146	0.0	Unstable transcript	SUT348		ncRNA_UNB
15	18025	10014	62	0.01896	0.01896	0.0329	0.0329	0.0	Close to 3'-UTR	YOL159C	CSS3	"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; deletion mutants are viable and have elevated levels of Ty1 retrotransposition and Ty1 cDNA"""
15	18027	10015	62	0.01403	0.01403	0.0351	0.0351	0.0	Close to 3'-UTR	YOL159C	CSS3	"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; deletion mutants are viable and have elevated levels of Ty1 retrotransposition and Ty1 cDNA"""
15	18028	10016	62	0.0175	0.0175	0.0349	0.0349	0.0	Close to 3'-UTR	YOL159C	CSS3	"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; deletion mutants are viable and have elevated levels of Ty1 retrotransposition and Ty1 cDNA"""
15	19898	10017	62	0.2321	0.2321	0.0165	0.0165	0.0	ORF	YOL158C	ENB1	"""Ferric enterobactin transmembrane transporter; expressed under conditions of iron deprivation; member of the major facilitator superfamily; expression is regulated by Rcs1p and affected by chloroquine treatment"""
15	22403	10018	62	0.002375	0.002375	0.0416	0.0416	0.0	Close to 3'-UTR	YOL157C	IMA2	"""Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose ; alpha-methylglucoside ; and palatinose ; but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose ; and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization ; but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose"""
15	24654	10019	62	3.343e-17	3.343e-17	-0.2141	-0.2141	0.0	Promoter	YOL156W_NFR/NDR		
15	24655	10020	62	3.591e-16	3.591e-16	-0.207	-0.207	0.0	Promoter	YOL156W_NFR/NDR		
15	24667	10021	62	3.852e-09	3.852e-09	-0.2643	-0.2643	0.0	Promoter	YOL156W_NFR/NDR		
15	24669	10022	62	1.413e-18	1.413e-18	-0.4165	-0.4165	0.0	Promoter	YOL156W_NFR/NDR		
15	24671	10023	62	3.446e-08	3.446e-08	-0.2415	-0.2415	0.0	Promoter	YOL156W_NFR/NDR		
15	24674	10024	62	1.218e-07	1.218e-07	-0.2852	-0.2852	0.0	Promoter	YOL156W_NFR/NDR		
15	24676	10025	62	1.218e-07	1.218e-07	-0.2852	-0.2852	0.0	Promoter	YOL156W_NFR/NDR		
15	25217	10026	62	0.01334	0.01334	0.1037	0.1037	0.0	Close to 3'-UTR	YOL157C	IMA2	"""Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose ; alpha-methylglucoside ; and palatinose ; but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose ; and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization ; but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose"""
15	25240	10027	62	0.07506	0.07506	0.1129	0.1129	0.0	Close to 3'-UTR	YOL157C	IMA2	"""Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose ; alpha-methylglucoside ; and palatinose ; but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose ; and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization ; but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose"""
15	25244	10028	62	0.0001842	0.0001842	0.2801	0.2801	0.0	Close to 3'-UTR	YOL157C	IMA2	"""Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose ; alpha-methylglucoside ; and palatinose ; but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose ; and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization ; but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose"""
15	25250	10029	62	2.811e-05	2.811e-05	-0.5372	-0.5372	0.0	Close to 3'-UTR	YOL157C	IMA2	"""Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose ; alpha-methylglucoside ; and palatinose ; but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose ; and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization ; but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose"""
15	25265	10030	62	4.734e-12	4.734e-12	-0.886	-0.886	0.0	Close to 3'-UTR	YOL157C	IMA2	"""Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose ; alpha-methylglucoside ; and palatinose ; but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose ; and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization ; but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose"""
15	25278	10031	62	6.395e-07	6.395e-07	-0.1822	-0.1822	0.0	ORF	YOL156W	HXT11	"""Hexose transporter; capable of transporting a broad range of substrates including: glucose ; fructose ; mannose and galactose; polyol transporter that supports the growth on and uptake of xylitol with low affinity when overexpressed in a strain deleted for hexose family members; nearly identical in sequence to Hxt9p; has similarity to major facilitator superfamily (MFS) transporters; involved in pleiotropic drug resistance"""
15	28873	10032	62	9.188e-06	9.188e-06	0.2265	0.2265	0.0	ORF	YOL155C	HPF1	"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism"""
15	29669	10033	62	0.0006764	0.0006764	-0.0611	-0.0611	0.0	ORF	YOL155C	HPF1	"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism"""
15	29736	10034	62	0.06206	0.06206	0.0304	0.0304	0.0	ORF	YOL155C	HPF1	"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism"""
15	30305	10035	62	0.001431	0.001431	-0.0456	-0.0456	0.0	ORF	YOL155C	HPF1	"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism"""
15	30308	10036	62	1.188e-19	1.188e-19	0.1252	0.1252	0.0	ORF	YOL155C	HPF1	"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism"""
15	30790	10037	62	1.129e-05	1.129e-05	-0.0599	-0.0599	0.0	ORF	YOL155C	HPF1	"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism"""
15	31136	10038	62	4.564e-09	4.564e-09	0.5707	0.5707	0.0	ORF	YOL155C	HPF1	"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism"""
15	31205	10039	62	4.272e-37	4.272e-37	0.3125	0.3125	0.0	ORF	YOL155C	HPF1	"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism"""
15	31211	10040	62	0.4563	0.4563	-0.0234	-0.0234	0.0	ORF	YOL155C	HPF1	"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism"""
15	31471	10041	62	0.0002002	0.0002002	-0.0506	-0.0506	0.0	ORF	YOL155C	HPF1	"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism"""
15	31707	10042	62	6.444e-06	6.444e-06	-0.0611	-0.0611	0.0	Promoter	YOL155C_NFR/NDR		stable
15	31759	10043	62	1.503e-05	1.503e-05	-0.0586	-0.0586	0.0	Promoter	YOL155C_NFR/NDR		stable
15	31817	10044	62	3.427e-08	3.427e-08	-0.0751	-0.0751	0.0	Promoter	YOL155C_NFR/NDR		stable
15	31883	10045	62	6.633e-06	6.633e-06	-0.0609	-0.0609	0.0	Promoter	YOL155C_NFR/NDR		stable
15	31939	10046	62	6.704e-05	6.704e-05	-0.0542	-0.0542	0.0	Promoter	YOL155C_NFR/NDR		stable
15	32031	10047	62	9.288e-09	9.288e-09	-0.0795	-0.0795	0.0	Promoter	YOL155C_NFR/NDR		stable
15	32291	10048	62	3.228e-07	3.228e-07	-0.0695	-0.0695	0.0	Close to 3'-UTR	YOL155C	HPF1	"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism"""
15	32395	10049	62	0.001099	0.001099	-0.0888	-0.0888	0.0	Close to 3'-UTR	YOL155C	HPF1	"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism"""
