SNP,LD
8594,1
8595,0
8596,1
8597,0
8598,0
8599,1
8600,0
8601,1
8602,1
8603,1
8604,1
8605,1
8606,0
8607,0
8608,1
8609,1
8610,0
8611,0
8612,1
8613,0
8614,1
8615,0
8616,1
8617,0
8618,1
8619,0
8620,0
8621,0
8622,1
8623,1
8624,0
8625,0
8626,1
8627,1
8628,1
8629,0
8630,0
8631,1
8632,0
8633,1
8634,1
8635,1
8636,1
8637,1
8638,1
8639,1
8640,0
8641,0
8642,1
8643,1
8644,0
8645,1
8646,1
8647,1
8648,1
8649,1
8650,1
8651,1
8652,1
8653,1
8654,1
8655,0
8656,0
8657,0
8658,1
8659,1
8660,0
8661,1
8662,1
8663,1
8664,0
8665,1
8666,1
8667,1
8668,1
8669,0
8670,0
8671,0
8672,1
8673,1
8674,1
8675,1
8676,1
8677,1
8678,1
8679,1
8680,1
8681,0
8682,0
8683,0
8684,0
8685,1
8686,1
8687,0
8688,0
8689,0
8690,0
8691,1
8692,1
8693,1
8694,1
8695,1
8696,0
8697,0
8698,1
8699,1
8700,0
8701,0
8702,1
8703,1
8704,1
8705,1
8706,1
8707,1
8708,0
8709,1
8710,1
8711,1
8712,1
8713,1
8714,1
8715,1
8716,1
8717,1
8718,1
8719,1
8720,0
8721,0
8722,0
8723,0
8724,1
8725,1
8726,1
8727,1
8728,1
8729,1
8730,1
8731,1
8732,0
8733,0
8734,1
8735,0
8736,1
8737,1
8738,0
8739,0
8740,1
8741,1
8742,1
8743,1
8744,1
8745,1
8746,0
8747,0
8748,0
8749,0
8750,1
8751,1
8752,1
8753,1
8754,1
8755,1
8756,1
8757,1
8758,0
8759,1
8760,1
8761,0
8762,1
8763,1
8764,1
8765,0
8766,1
8767,1
8768,1
8769,1
8770,1
8771,0
8772,0
8773,1
8774,1
8775,1
8776,1
8777,1
8778,1
8779,1
8780,1
8781,1
8782,1
8783,1
8784,1
8785,1
8786,1
8787,0
8788,1
8789,1
8790,0
8791,1
8792,0
8793,0
8794,0
8795,1
8796,0
8797,0
8798,1
8799,0
8800,1
8801,0
8802,1
8803,1
8804,1
8805,1
8806,0
8807,0
8808,0
8809,0
8810,0
8811,1
8812,1
8813,1
8814,1
8815,1
8816,1
8817,1
8818,1
8819,1
8820,1
8821,1
8822,1
8823,0
8824,1
8825,1
8826,1
8827,1
8828,1
8829,1
8830,1
8831,1
8832,1
8833,1
8834,1
8835,1
8836,1
8837,1
8838,1
8839,1
8840,1
8841,1
8842,1
8843,1
8844,0
8845,0
8846,0
8847,0
8848,1
8849,1
8850,1
8851,1
8852,1
8853,1
8854,1
8855,0
8856,0
8857,0
8858,1
8859,1
8860,1
8861,1
8862,1
8863,1
8864,1
8865,1
8866,0
8867,0
8868,1
8869,0
8870,1
8871,1
8872,1
8873,1
8874,1
8875,1
8876,1
8877,1
8878,1
8879,1
8880,0
8881,0
8882,0
8883,0
8884,1
8885,1
8886,1
8887,1
8888,1
8889,1
8890,1
8891,1
8892,1
8893,0
8894,1
8895,1
8896,1
8897,1
8898,1
8899,0
8900,0
8901,0
8902,0
8903,1
8904,0
8905,0
8906,0
8907,0
8908,1
8909,0
8910,0
8911,0
8912,0
8913,0
8914,0
8915,0
8916,0
8917,0
8918,0
8919,0
8920,0
8921,0
8922,1
8923,0
8924,1
8925,1
8926,1
8927,1
8928,1
8929,1
8930,1
8931,1
8932,1
8933,0
8934,0
8935,0
8936,0
8937,0
8938,0
8939,1
8940,1
8941,1
8942,1
8943,1
8944,1
8945,1
8946,1
8947,1
8948,1
8949,0
8950,0
8951,0
8952,0
8953,0
8954,0
8955,0
8956,0
8957,1
8958,1
8959,1
8960,1
8961,0
8962,1
8963,1
8964,1
8965,1
8966,1
8967,1
8968,1
8969,1
8970,1
8971,0
8972,0
8973,0
8974,1
8975,1
8976,1
8977,1
8978,1
8979,1
8980,1
8981,1
8982,1
8983,1
8984,0
8985,1
8986,0
8987,0
8988,0
8989,1
8990,1
8991,1
8992,1
8993,1
8994,1
8995,1
8996,1
8997,1
8998,1
8999,0
9000,0
9001,1
9002,1
9003,1
9004,0
9005,1
9006,1
9007,1
9008,1
9009,1
9010,1
9011,1
9012,1
9013,1
9014,1
9015,1
9016,1
9017,1
9018,1
9019,0
9020,0
9021,1
9022,1
9023,1
9024,1
9025,1
9026,1
9027,1
9028,1
9029,1
9030,0
9031,0
9032,1
9033,1
9034,1
9035,1
9036,1
9037,1
9038,1
9039,1
9040,1
9041,1
9042,1
9043,1
9044,1
9045,1
9046,1
9047,1
9048,0
9049,0
9050,1
9051,1
9052,1
9053,1
9054,1
9055,1
9056,1
9057,1
9058,0
9059,0
9060,1
9061,1
9062,1
9063,1
9064,1
9065,1
9066,1
9067,1
9068,1
9069,1
9070,1
9071,1
9072,1
9073,1
9074,1
9075,1
9076,1
9077,1
9078,1
9079,1
9080,1
9081,1
9082,1
9083,1
9084,1
9085,1
9086,1
9087,1
9088,1
9089,1
9090,1
9091,1
9092,1
9093,1
9094,1
9095,0
9096,0
9097,0
9098,1
9099,0
9100,0
9101,1
9102,0
9103,0
9104,1
9105,1
9106,1
9107,1
9108,1
9109,1
9110,1
9111,1
9112,1
9113,1
9114,0
9115,1
9116,0
9117,0
9118,0
9119,1
9120,0
9121,0
9122,1
9123,1
9124,0
9125,1
9126,1
9127,0
9128,0
9129,1
9130,0
9131,0
9132,1
9133,1
9134,1
9135,0
9136,1
9137,1
9138,1
9139,0
9140,1
9141,1
9142,0
9143,1
9144,0
9145,1
9146,1
9147,1
9148,1
9149,1
9150,1
9151,1
9152,1
9153,1
9154,0
9155,1
9156,1
9157,1
9158,1
9159,1
9160,1
9161,1
9162,1
9163,1
9164,1
9165,1
9166,0
9167,1
9168,1
9169,1
9170,1
9171,1
9172,1
9173,0
9174,0
9175,0
9176,0
9177,0
9178,1
9179,1
9180,0
9181,1
9182,0
9183,0
9184,0
9185,0
9186,1
9187,1
9188,1
9189,1
9190,0
9191,0
9192,1
9193,1
9194,1
9195,1
9196,1
9197,1
9198,1
9199,0
9200,1
9201,0
9202,0
9203,1
9204,1
9205,1
9206,0
9207,1
9208,1
9209,1
9210,1
9211,1
9212,0
9213,1
9214,1
9215,1
9216,1
9217,0
9218,0
9219,1
9220,0
9221,1
9222,1
9223,1
9224,1
9225,0
9226,0
9227,1
9228,1
9229,0
9230,0
9231,1
9232,0
9233,1
9234,1
9235,1
9236,1
9237,1
9238,1
9239,1
9240,0
9241,1
9242,1
9243,1
9244,1
9245,1
9246,1
9247,1
9248,1
9249,1
9250,0
9251,0
9252,0
9253,0
9254,0
9255,0
9256,0
9257,0
9258,0
9259,1
9260,1
9261,0
9262,0
9263,0
9264,0
9265,1
9266,0
9267,0
9268,1
9269,1
9270,1
9271,1
9272,1
9273,1
9274,0
9275,0
9276,0
9277,0
9278,0
9279,0
9280,1
9281,1
9282,1
9283,0
9284,1
9285,1
9286,0
9287,1
9288,0
9289,0
9290,0
9291,1
9292,0
9293,0
9294,1
9295,1
9296,1
9297,0
9298,1
9299,1
9300,1
9301,0
9302,1
9303,1
9304,1
9305,0
9306,0
9307,1
9308,0
9309,0
9310,0
9311,0
9312,1
9313,1
9314,1
9315,0
9316,1
9317,1
9318,0
9319,0
9320,1
9321,1
9322,1
9323,1
9324,1
9325,1
9326,1
9327,1
9328,1
9329,1
9330,1
9331,1
9332,1
9333,0
9334,0
9335,1
9336,1
9337,1
9338,0
9339,0
9340,0
9341,1
9342,1
9343,1
9344,0
9345,0
9346,1
9347,1
9348,1
9349,1
9350,0
9351,0
9352,1
9353,1
9354,1
9355,0
9356,1
9357,1
9358,1
9359,1
9360,1
9361,1
9362,1
9363,1
9364,1
9365,1
9366,1
9367,1
9368,1
9369,1
9370,1
9371,0
9372,0
9373,1
9374,1
9375,0
9376,1
9377,1
9378,0
9379,0
9380,0
9381,1
9382,1
9383,1
9384,0
9385,0
9386,1
9387,1
9388,1
9389,1
9390,0
9391,0
9392,0
9393,1
9394,1
9395,1
9396,1
9397,1
9398,1
9399,1
9400,1
9401,1
9402,1
9403,0
9404,0
9405,0
9406,1
9407,1
9408,1
9409,1
9410,1
9411,1
9412,1
9413,1
9414,1
9415,1
9416,1
9417,1
9418,1
9419,1
9420,1
9421,1
9422,0
9423,1
9424,1
9425,0
9426,1
9427,0
9428,1
9429,1
9430,1
9431,0
9432,0
9433,1
9434,0
9435,1
9436,0
9437,1
9438,1
9439,1
9440,1
9441,1
9442,1
9443,1
9444,0
9445,0
9446,1
9447,0
9448,0
9449,0
9450,1
9451,1
9452,1
9453,1
9454,1
9455,1
9456,0
9457,0
9458,0
9459,0
9460,1
9461,0
9462,0
9463,0
9464,1
9465,1
9466,1
9467,0
9468,1
9469,1
9470,1
9471,0
9472,1
9473,1
9474,1
9475,1
9476,1
9477,1
9478,0
9479,1
9480,1
9481,1
9482,1
9483,1
9484,1
9485,1
9486,1
9487,0
9488,1
9489,1
9490,1
9491,1
9492,1
9493,1
9494,1
9495,0
9496,0
9497,1
9498,1
9499,1
9500,1
9501,0
9502,0
9503,1
9504,0
9505,0
9506,1
9507,1
9508,1
9509,1
9510,1
9511,0
9512,1
9513,0
9514,0
9515,1
9516,1
9517,1
9518,1
9519,1
9520,1
9521,1
9522,1
9523,0
9524,1
9525,1
9526,0
9527,0
9528,1
9529,1
9530,1
9531,1
9532,0
9533,0
9534,0
9535,1
9536,1
9537,1
9538,1
9539,1
9540,0
9541,0
9542,0
9543,1
9544,1
9545,1
9546,1
9547,1
9548,1
9549,1
9550,0
9551,1
9552,1
9553,1
9554,1
9555,1
9556,1
9557,0
9558,1
9559,1
9560,1
9561,1
9562,1
9563,0
9564,0
9565,0
9566,1
9567,1
9568,1
9569,1
9570,1
9571,0
9572,1
9573,1
9574,0
9575,0
9576,1
9577,1
9578,1
9579,1
9580,1
9581,1
9582,1
9583,1
9584,1
9585,1
9586,1
9587,1
9588,1
9589,1
9590,1
9591,1
9592,1
9593,1
9594,1
9595,1
9596,1
9597,0
9598,1
9599,0
9600,0
9601,0
9602,0
9603,1
9604,1
9605,1
9606,0
9607,0
9608,0
9609,1
9610,0
9611,1
9612,1
9613,1
9614,1
9615,0
9616,0
9617,1
9618,1
9619,1
9620,0
9621,1
9622,0
9623,1
9624,0
9625,1
9626,0
9627,0
9628,1
9629,0
9630,0
9631,0
9632,1
9633,1
9634,1
9635,0
9636,1
9637,0
9638,0
9639,1
9640,0
9641,1
9642,0
9643,1
9644,1
9645,0
9646,1
9647,1
9648,1
9649,1
9650,1
9651,1
9652,1
9653,1
9654,1
9655,0
9656,0
9657,0
9658,1
9659,1
9660,0
9661,0
9662,1
9663,0
9664,0
9665,0
9666,0
9667,0
9668,0
9669,1
9670,0
9671,1
9672,1
9673,1
9674,0
9675,0
9676,0
9677,0
9678,0
9679,1
9680,1
9681,0
9682,0
9683,0
9684,1
9685,0
9686,0
9687,0
9688,0
9689,1
9690,0
9691,0
9692,0
9693,0
9694,0
9695,1
9696,1
9697,1
9698,0
9699,1
9700,1
9701,0
9702,0
9703,0
9704,0
9705,1
9706,1
9707,1
9708,1
9709,1
9710,1
9711,1
9712,1
9713,1
9714,1
9715,0
9716,0
9717,0
9718,0
9719,0
9720,1
9721,1
9722,0
9723,1
9724,0
9725,0
9726,0
9727,0
9728,1
9729,0
9730,0
9731,0
9732,0
9733,1
9734,0
9735,1
9736,0
9737,0
9738,1
9739,1
9740,1
9741,1
9742,0
9743,0
9744,0
9745,0
9746,1
9747,0
9748,1
9749,1
9750,0
9751,0
9752,0
9753,0
9754,0
9755,1
9756,1
9757,1
9758,1
9759,1
9760,1
9761,1
9762,1
9763,1
9764,0
9765,0
9766,1
9767,1
9768,1
9769,1
9770,1
9771,1
9772,1
9773,1
9774,0
9775,0
9776,0
9777,0
9778,0
9779,0
9780,1
9781,1
9782,1
9783,1
9784,0
9785,0
9786,0
9787,1
9788,1
9789,1
9790,1
9791,1
9792,1
9793,0
9794,1
9795,0
9796,1
9797,1
9798,1
9799,1
9800,1
9801,1
9802,1
9803,0
9804,0
9805,0
9806,0
9807,1
9808,0
9809,1
9810,0
9811,0
9812,0
9813,0
9814,1
9815,1
9816,0
9817,0
9818,0
9819,1
9820,1
9821,1
9822,1
9823,0
9824,1
9825,1
9826,1
9827,0
9828,1
9829,1
9830,0
9831,0
9832,1
9833,1
9834,0
9835,1
9836,1
9837,0
9838,0
9839,1
9840,1
9841,1
9842,1
9843,0
9844,0
9845,1
9846,0
9847,0
9848,0
9849,0
9850,1
9851,0
9852,1
9853,1
9854,1
9855,0
9856,1
9857,1
9858,1
9859,1
9860,1
9861,1
9862,1
9863,1
9864,0
9865,0
9866,0
9867,0
9868,0
9869,1
9870,0
9871,0
9872,0
9873,1
9874,0
9875,0
9876,0
9877,1
9878,1
9879,0
9880,0
9881,0
9882,0
9883,1
9884,1
9885,1
9886,1
9887,1
9888,1
9889,0
9890,0
9891,1
9892,1
9893,1
9894,1
9895,0
9896,1
9897,1
9898,1
9899,0
9900,1
9901,1
9902,1
9903,1
9904,1
9905,1
9906,1
9907,0
9908,1
9909,0
9910,0
9911,1
9912,1
9913,1
9914,1
9915,1
9916,1
9917,1
9918,1
9919,1
9920,1
9921,1
9922,0
9923,0
9924,0
9925,1
9926,0
9927,1
9928,1
9929,1
9930,1
9931,1
9932,1
9933,0
9934,0
9935,1
9936,0
9937,0
9938,0
9939,1
9940,1
9941,1
9942,0
9943,0
9944,0
9945,0
9946,1
9947,1
9948,0
9949,1
9950,1
9951,1
9952,1
9953,1
9954,1
9955,1
9956,0
9957,1
9958,1
9959,1
9960,1
9961,1
9962,1
9963,1
9964,1
9965,1
9966,1
9967,1
9968,1
9969,1
9970,1
9971,1
9972,1
9973,0
9974,1
9975,1
9976,1
9977,1
9978,1
9979,1
9980,1
9981,1
9982,0
9983,0
9984,0
9985,1
9986,1
9987,1
9988,1
9989,1
9990,1
9991,1
9992,1
9993,1
9994,0
9995,0
9996,0
9997,0
9998,1
9999,0
10000,0
10001,1
10002,0
10003,0
10004,0
10005,0
10006,0
10007,0
10008,1
10009,0
10010,1
10011,0
10012,0
10013,0
10014,0
10015,1
10016,1
10017,0
10018,0
10019,0
10020,1
10021,0
10022,0
10023,1
10024,1
10025,1
10026,0
10027,1
10028,1
10029,1
10030,1
10031,0
10032,0
10033,0
10034,0
10035,0
10036,0
10037,0
10038,0
10039,0
10040,0
10041,0
10042,1
10043,1
10044,1
10045,1
10046,1
10047,1
10048,1
10049,0
10050,0
10051,1
10052,0
10053,1
10054,1
10055,1
10056,1
10057,1
10058,1
10059,0
10060,1
10061,1
10062,1
10063,1
10064,1
10065,1
10066,1
10067,1
10068,0
10069,1
10070,0
10071,0
10072,1
10073,1
10074,1
10075,0
10076,0
10077,0
10078,0
10079,1
10080,1
10081,1
10082,1
10083,1
10084,1
10085,1
10086,0
10087,1
10088,0
10089,0
10090,1
10091,1
10092,1
10093,1
10094,1
10095,1
10096,0
10097,1
10098,1
10099,0
10100,0
10101,1
10102,1
10103,0
10104,0
10105,0
10106,1
10107,1
10108,1
10109,1
10110,1
10111,0
10112,0
10113,0
10114,0
10115,0
10116,0
10117,0
10118,1
10119,0
10120,1
10121,0
10122,0
10123,1
10124,1
10125,1
10126,1
10127,1
10128,1
10129,1
10130,1
10131,1
10132,1
10133,1
10134,1
10135,1
10136,1
10137,1
10138,1
10139,1
10140,1
10141,1
10142,1
10143,1
10144,1
10145,1
10146,1
10147,1
10148,1
10149,1
10150,0
10151,0
10152,0
10153,0
10154,0
10155,1
10156,1
10157,0
10158,0
10159,0
10160,0
10161,1
10162,1
10163,1
10164,1
10165,1
10166,1
10167,1
10168,1
10169,1
10170,1
10171,1
10172,1
10173,1
10174,1
10175,1
10176,1
10177,0
10178,0
10179,0
10180,1
10181,1
10182,1
10183,1
10184,1
10185,1
10186,1
10187,1
10188,1
10189,1
10190,1
10191,1
10192,1
10193,1
10194,1
10195,1
10196,1
10197,1
10198,1
10199,1
10200,1
10201,1
10202,1
10203,1
10204,0
10205,0
10206,0
10207,1
10208,0
10209,0
10210,1
10211,1
10212,1
10213,0
10214,0
10215,1
10216,1
10217,1
10218,0
10219,0
10220,0
10221,0
10222,0
10223,1
10224,0
10225,1
10226,1
10227,0
10228,0
10229,0
10230,0
10231,0
10232,0
10233,0
10234,1
10235,1
10236,1
10237,0
10238,1
10239,1
10240,1
10241,1
10242,1
10243,0
10244,0
10245,0
10246,0
10247,1
10248,1
10249,0
10250,0
10251,0
10252,1
10253,1
10254,1
10255,1
10256,0
10257,0
10258,0
10259,0
10260,0
10261,0
10262,0
10263,0
10264,0
10265,1
10266,1
10267,1
10268,1
10269,0
10270,1
10271,1
10272,1
10273,1
10274,1
10275,1
10276,1
10277,1
10278,0
10279,0
10280,0
10281,0
10282,1
10283,1
10284,1
10285,1
10286,1
10287,0
10288,1
10289,1
10290,1
10291,1
10292,1
10293,1
10294,1
10295,1
10296,1
10297,0
10298,0
10299,0
10300,1
10301,0
10302,0
10303,0
10304,0
10305,0
10306,0
10307,0
10308,0
10309,1
10310,1
10311,0
10312,1
10313,1
10314,1
10315,1
10316,1
10317,0
10318,1
10319,1
10320,1
10321,0
10322,0
10323,0
10324,1
10325,1
10326,0
10327,0
10328,1
10329,1
10330,0
10331,1
10332,1
10333,1
10334,0
10335,1
10336,1
10337,1
10338,1
10339,1
10340,1
10341,1
10342,1
10343,1
10344,1
10345,1
10346,0
10347,0
10348,0
10349,1
10350,1
10351,1
10352,1
10353,1
10354,1
10355,0
10356,0
10357,1
10358,0
10359,1
10360,1
10361,1
10362,1
10363,0
10364,0
10365,1
10366,1
10367,0
10368,0
10369,1
10370,1
10371,0
10372,1
10373,0
10374,0
10375,1
10376,1
10377,1
10378,0
10379,0
10380,0
10381,1
10382,1
10383,1
10384,1
10385,0
10386,1
10387,1
10388,1
10389,0
10390,0
10391,0
10392,0
10393,0
10394,0
10395,1
10396,1
10397,1
10398,1
10399,1
10400,1
10401,1
10402,1
10403,1
10404,0
10405,0
10406,1
10407,0
10408,1
10409,0
10410,0
10411,1
10412,0
10413,0
10414,1
10415,1
10416,1
10417,1
10418,0
10419,0
10420,0
10421,0
10422,0
10423,1
10424,1
10425,0
10426,0
10427,1
10428,1
10429,0
10430,0
10431,1
10432,0
10433,1
10434,1
10435,0
10436,0
10437,0
10438,0
10439,1
10440,0
10441,1
10442,0
10443,1
10444,1
10445,0
10446,1
10447,1
10448,1
10449,1
10450,1
10451,1
10452,1
10453,1
10454,1
10455,0
10456,0
10457,0
10458,0
10459,0
10460,1
10461,1
10462,1
10463,1
10464,1
10465,1
10466,1
10467,1
10468,0
10469,0
10470,1
10471,1
10472,1
10473,1
10474,1
10475,1
10476,1
10477,1
10478,1
10479,0
10480,1
10481,0
10482,0
10483,1
10484,0
10485,0
10486,0
10487,1
10488,1
10489,1
10490,0
10491,1
10492,1
10493,1
10494,1
10495,0
10496,0
10497,1
10498,1
10499,1
10500,1
10501,1
10502,0
10503,0
10504,1
10505,1
10506,1
10507,0
10508,0
10509,0
10510,1
10511,1
10512,0
10513,0
10514,0
10515,0
10516,1
10517,0
10518,1
10519,1
10520,1
10521,1
10522,1
10523,0
10524,1
10525,1
10526,1
10527,1
10528,1
10529,1
10530,1
10531,1
10532,1
10533,1
10534,1
10535,1
10536,1
10537,1
10538,1
10539,1
10540,0
10541,0
10542,0
10543,0
10544,1
10545,1
10546,1
10547,1
10548,0
10549,1
10550,0
10551,1
10552,1
10553,0
10554,1
10555,0
10556,0
10557,0
10558,1
10559,0
10560,0
10561,0
10562,0
10563,1
10564,1
10565,0
10566,0
10567,1
10568,1
10569,1
10570,1
10571,1
10572,1
10573,1
10574,1
10575,1
10576,1
10577,1
10578,1
10579,1
10580,1
10581,1
10582,1
10583,1
10584,1
10585,1
10586,1
10587,1
10588,1
10589,1
10590,1
10591,1
10592,1
10593,1
10594,1
10595,1
10596,1
10597,1
10598,1
10599,1
10600,1
10601,1
10602,1
10603,1
10604,1
10605,1
10606,1
10607,1
10608,1
10609,1
10610,1
10611,0
10612,1
10613,1
10614,1
10615,1
10616,1
10617,1
10618,0
10619,1
10620,1
10621,1
10622,0
10623,0
10624,1
10625,1
10626,0
10627,1
10628,1
10629,1
10630,0
10631,1
10632,0
10633,0
10634,0
10635,1
10636,0
10637,0
10638,1
10639,1
10640,1
10641,1
10642,1
10643,1
10644,1
10645,0
10646,0
10647,0
10648,1
10649,0
10650,0
10651,0
10652,1
10653,1
10654,0
10655,0
10656,0
10657,1
10658,1
10659,1
10660,1
10661,0
10662,0
10663,0
10664,0
10665,1
10666,0
10667,0
10668,1
10669,1
10670,1
10671,1
10672,1
10673,1
10674,1
10675,1
10676,1
10677,1
10678,0
10679,1
10680,1
10681,1
10682,1
10683,1
10684,1
10685,1
10686,1
10687,1
10688,1
10689,1
10690,1
10691,1
10692,0
10693,1
10694,1
10695,1
10696,1
10697,1
10698,0
10699,0
10700,0
10701,0
10702,0
10703,0
10704,0
10705,0
10706,0
10707,0
10708,1
10709,1
10710,1
10711,1
10712,0
10713,0
10714,1
10715,1
10716,0
10717,0
10718,0
10719,0
10720,1
10721,1
10722,1
10723,1
10724,1
10725,0
10726,0
10727,1
10728,1
10729,1
10730,1
10731,1
10732,1
10733,1
10734,1
10735,0
10736,0
10737,1
10738,1
10739,0
10740,1
10741,1
10742,1
10743,1
10744,1
10745,1
10746,1
10747,1
10748,1
10749,0
10750,1
10751,1
10752,1
10753,1
10754,1
10755,1
10756,1
10757,1
10758,0
10759,0
10760,0
10761,0
10762,1
10763,1
10764,1
10765,1
10766,1
10767,1
10768,1
10769,1
10770,0
10771,0
10772,1
10773,1
10774,1
10775,0
10776,1
10777,0
10778,0
10779,0
10780,1
10781,1
10782,1
10783,1
10784,0
10785,1
10786,1
10787,1
10788,1
10789,1
10790,1
10791,1
10792,1
10793,1
10794,1
10795,1
10796,1
10797,1
10798,1
10799,1
10800,1
10801,1
10802,1
10803,1
10804,1
10805,1
10806,1
10807,1
10808,1
10809,1
10810,1
10811,1
10812,1
10813,0
10814,1
10815,0
10816,0
10817,1
10818,1
10819,1
10820,1
10821,1
10822,0
10823,0
10824,1
10825,0
10826,0
10827,1
10828,0
10829,1
10830,0
10831,1
10832,1
10833,1
10834,1
10835,1
10836,1
10837,1
10838,1
10839,1
10840,1
10841,1
10842,1
10843,1
10844,0
10845,0
10846,0
10847,1
10848,1
10849,1
10850,1
10851,1
10852,1
10853,1
10854,1
10855,1
10856,1
10857,1
10858,0
10859,0
10860,0
10861,0
10862,0
10863,1
10864,0
10865,1
10866,1
10867,1
10868,1
10869,0
10870,0
10871,0
10872,0
10873,0
10874,0
10875,1
10876,1
10877,1
10878,1
10879,0
10880,0
10881,1
10882,1
10883,1
10884,1
10885,1
10886,1
10887,1
10888,1
10889,0
10890,0
10891,0
10892,0
10893,1
10894,1
10895,0
10896,1
10897,1
10898,1
10899,1
10900,0
10901,0
10902,0
10903,0
10904,0
10905,0
10906,1
10907,1
10908,1
10909,1
10910,1
10911,1
10912,1
10913,0
10914,0
10915,0
10916,1
10917,1
10918,0
10919,1
10920,1
10921,1
10922,0
10923,0
10924,1
10925,1
10926,1
10927,1
10928,1
10929,0
10930,0
10931,1
10932,1
10933,1
10934,1
10935,1
10936,1
10937,0
10938,1
10939,1
10940,1
10941,1
10942,1
10943,1
10944,1
10945,0
10946,0
10947,1
10948,1
10949,1
10950,0
10951,1
10952,0
10953,0
10954,1
10955,0
10956,0
10957,0
10958,1
10959,1
10960,1
10961,0
10962,0
10963,0
10964,1
10965,1
10966,1
10967,1
10968,1
10969,1
10970,1
10971,1
10972,0
10973,0
10974,1
10975,1
10976,1
10977,1
10978,0
10979,1
10980,1
10981,1
10982,1
10983,0
10984,0
10985,0
10986,0
10987,0
10988,1
10989,0
10990,0
10991,1
10992,1
10993,1
10994,1
10995,0
10996,0
10997,1
10998,1
10999,1
11000,1
11001,1
11002,1
11003,1
11004,1
11005,1
11006,1
11007,0
11008,0
11009,0
11010,1
11011,1
11012,1
11013,1
11014,0
11015,1
11016,0
11017,0
11018,1
11019,1
11020,1
11021,1
11022,1
11023,0
11024,1
11025,0
11026,0
11027,1
11028,1
11029,1
11030,1
11031,1
11032,1
11033,1
11034,1
11035,1
11036,1
11037,1
11038,1
11039,0
11040,0
11041,0
11042,0
11043,0
11044,0
11045,0
11046,0
11047,0
11048,0
11049,0
11050,0
11051,1
11052,0
11053,1
11054,0
11055,0
11056,1
11057,1
11058,1
11059,0
11060,0
11061,0
11062,0
11063,0
11064,0
11065,0
11066,0
11067,0
11068,0
11069,0
11070,0
11071,0
11072,0
11073,0
11074,0
11075,0
11076,0
11077,0
11078,0
11079,0
11080,0
11081,0
11082,1
11083,1
11084,0
11085,0
11086,1
11087,1
11088,0
11089,0
11090,0
11091,1
11092,0
11093,0
11094,0
11095,0
11096,1
11097,1
11098,0
11099,0
11100,0
11101,1
11102,1
11103,1
11104,1
11105,1
11106,0
11107,1
11108,1
11109,0
11110,1
11111,1
11112,0
11113,1
11114,0
11115,0
11116,0
11117,1
11118,1
11119,0
11120,0
11121,1
11122,1
11123,1
11124,1
11125,1
11126,1
11127,1
11128,1
11129,1
11130,1
11131,1
11132,1
11133,1
11134,1
11135,1
11136,1
11137,1
11138,0
11139,0
11140,0
11141,1
11142,0
11143,0
11144,0
11145,1
11146,0
11147,0
11148,1
11149,1
11150,1
11151,0
11152,1
11153,1
11154,1
11155,1
11156,1
11157,1
11158,1
11159,1
11160,1
11161,0
11162,1
11163,1
11164,1
11165,0
11166,1
11167,0
11168,0
11169,0
11170,1
11171,0
11172,1
11173,1
11174,1
11175,1
11176,1
11177,1
11178,1
11179,1
11180,1
11181,0
11182,1
11183,1
11184,0
11185,0
11186,1
11187,1
11188,1
11189,1
11190,1
11191,1
11192,1
11193,0
11194,1
11195,1
11196,1
11197,1
11198,1
11199,0
11200,1
11201,1
11202,0
11203,0
11204,1
11205,0
11206,1
11207,1
11208,1
11209,1
11210,1
11211,1
11212,1
11213,0
11214,0
11215,1
11216,0
11217,1
11218,1
11219,1
11220,1
11221,1
11222,1
11223,1
11224,1
11225,0
11226,0
11227,0
11228,0
11229,0
11230,1
11231,1
11232,1
11233,1
11234,1
11235,1
11236,1
11237,1
11238,1
11239,1
11240,1
11241,1
11242,1
11243,1
11244,1
11245,0
11246,0
11247,0
11248,1
11249,0
11250,0
11251,0
11252,1
11253,1
11254,1
11255,1
11256,1
11257,1
11258,1
11259,1
11260,1
11261,1
11262,0
11263,1
11264,1
11265,1
11266,1
11267,1
11268,1
11269,1
11270,1
11271,1
11272,1
11273,1
11274,1
11275,0
11276,0
11277,1
11278,0
11279,0
11280,0
11281,0
11282,0
11283,1
11284,1
11285,1
11286,1
11287,1
11288,1
11289,1
11290,1
11291,1
11292,1
11293,1
11294,1
11295,1
11296,1
11297,1
11298,1
11299,1
11300,1
11301,1
11302,1
11303,1
11304,1
11305,1
11306,1
11307,1
11308,1
11309,1
11310,1
11311,0
11312,1
11313,0
11314,1
11315,1
11316,1
11317,1
11318,1
11319,1
11320,1
11321,1
11322,1
11323,1
11324,0
11325,1
11326,1
11327,1
11328,1
11329,1
11330,1
11331,1
11332,1
11333,0
11334,1
11335,1
11336,1
11337,1
11338,1
11339,1
11340,0
11341,1
11342,1
11343,1
11344,0
11345,0
11346,0
11347,0
11348,0
11349,1
11350,1
11351,1
11352,1
11353,1
11354,1
11355,1
11356,1
11357,1
11358,0
11359,0
11360,0
11361,1
11362,1
11363,0
11364,1
11365,0
11366,0
11367,1
11368,1
11369,1
11370,1
11371,1
11372,1
11373,1
11374,0
11375,1
11376,1
11377,1
11378,1
11379,1
11380,1
11381,1
11382,1
11383,1
11384,1
11385,1
11386,1
11387,1
11388,1
11389,1
11390,1
11391,1
